,ID,Equation,Name,Superclass,Base class,React,Prod,ReactStr,ProdStr,AtomicRegulon,Pathway
379,AICART,10fthf_c + aicar_c <=> fprica_c + thf_c,Phosphoribosylaminoimidazolecarboxamide formyltransferase,U;U;SD,SD,U,U,-1U2;-2U2;0U1;-3U1;-4U1;-5U1;-6U1;-1S1;-7U1;-2D1;-3S1;-2S1;-8U1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1,0D1;-1U2;-2U3;-3U2;0U1;-2S1;-3S1;-4U1;-4S1;-5U1;-5S1;-1S1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1,,
380,D_LACt2pp,h_p + lac__D_p <=> h_c + lac__D_c,D-lactate transport via proton symport (periplasm),U;U;US,US,U,U,S1;0U2;-1U1;-2U1;-3U1;-4U1;-1S1;-5U1;-1D1;-2S1;-6U1;-2D1,0S2;0U1;-1U1;-1S1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;0D1;-5U1;-5S1;-1D1,,
381,CLPNS160pp,2.0 pg160_p <=> clpn160_p + glyc_p,"Cardiolipin synthase (periplasmic, n-C16:0)",;U;DU,DU,,U,,-2U1,,
382,CLPNS161pp,2.0 pg161_p <=> clpn161_p + glyc_p,"Cardiolipin synthase (periplasmic, n-C16:1)",;U;DU,DU,,U,,-2U1,,
383,PG160abcpp,atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c,"Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)",;U;DS,DS,,U,,-3U1,,
384,EX_cl_e,cl_e <=> ,Chloride exchange,U;U;SS,SS,U,U,-3U1;-3S1;-4U1;-5U1;-6U1;-7U1;-8U1;-4D1;-3D1;-9U1;-5S1;-4S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1;-12D1;-13S1;-18U1,-3U1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-3S1;-8U1;-8S1;-9U1;-9S1;-10U1;-10S1;-3D1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1;-10D1;-17U1;-17S1,,
385,FORtex,for_e <=> for_p,Formate transport via diffusion (extracellular to periplasm),U;U;SS,SS,U,U,0S1;0U1;-1U1;-2U1;-1S1;-3U1,-1S1;0U1;-1U1;-2S1;-2U1,,
386,DHBS,23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c,"2,3-dihydroxybenzoate adenylate synthase",U;U;DD,DD,U,U,-1U2;-2U2;-3U2;0U1;-4U2;-2S1;-2D1;-5U1;-6U1;-7U1;-3D1;-8U1;-4S1;-3S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1,0U1;-1U1;-1S1;-2U2;-2S2;-3U2;-3S2;-4U1;-4S1;-5U1;-5S1;-2D1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1,,
387,PPPGO3,3.0 fum_c + pppg9_c --> ppp9_c + 3.0 succ_c,Protoporphyrinogen oxidase (anaerobic),U;D;SS,SS,U,D,D1;-1D3;-2S3;-3U3;0U2;-1S2;-2D2;-2U1;-4U2;-5U1;-6U1;-7U1;-8U1;-1U2;-3S2;-4S1,S1;0D3;-1S3;-1D3;-3S3;-3U3;0U2;-2S2;-2U1;-4U2;-4S2;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-1U2;-2D2,,
388,PFK,atp_c + f6p_c --> adp_c + fdp_c + h_c,Phosphofructokinase,U;U;SS,SS,U,U,S1;0S1,0S1,,
389,PDX5PO2,nad_c + pdx5p_c --> h_c + nadh_c + pydx5p_c,Pyridoxine 5'-phosphate oxidase (anaerboic,U;U;SS,SS,U,U,0U1;-1U1;-2U1;-3U1;0S1;-4U1,0U1;-1U1;-1S1;-2U1;-2S1;0S1;-3U1;-3S1,,
390,MDDCP1pp,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p,"Murein D,D-carboxypeptidase (murein5px4p) (periplasm)",U;U;DU,DU,U,U,0U1;-2U2;-3U2;-1U3;-1S2;-1D2;-4U1;-5U1;-6U1;-2D1;-7U1;-3S1;-2S1;-8U1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1,0U1;-2U2;-3U2;-3S2;-1U2;-2S1;-4U1;-4S1;-1D1;-5U1;-5S1;-1S1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1,,
391,OMBZLM,2ombzl_c + amet_c --> 2ommbl_c + ahcys_c + h_c,2-Octaprenyl-6-methoxy-benzoquinol methylase,U;U;DS,DS,U,U,0U1;-2U1,-1U1;-2U1;-2S1,,
392,PGM,2pg_c <=> 3pg_c,Phosphoglycerate mutase,U;U;SD,SD,U,U,-2U1;-3U1;-4U1,-1U1;-2U1;-3U1,,
393,CYTBO3_4pp,4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),U;U;SS,SS,U,U,-1S4;-2D3;-3S3;-4U3;-1D3;-2U3;-3U3;-5U3;-6U3;-7U3;-2S3;-8U3;-1U3;-4S3;-3D3;-4D2;-9U3;-10U2;-5S3;-6S2;0S2;0D1;0U2;-5D1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1,-1D4;-2S3;-2D3;-4S3;-4U3;-1S3;-2U3;-3U3;-3S3;-5U3;-5S3;-6U3;-6S3;-7U3;-7S3;-1U3;-3D3;-8U3;-8S3;-9U2;-9S2;-4D2;0D2;0S1;0U1;-10U1;-10S1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1,,
394,EAR141x,h_c + nadh_c + t3c7mrseACP_c --> nad_c + tdeACP_c,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1),U;U;SS,SS,U,U,-1U1;-2U1;-3U1,-2S1;-1U1;-2U1,,
395,EAR181x,h_c + nadh_c + t3c11vaceACP_c --> nad_c + octeACP_c,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1),U;U;DS,DS,U,U,-2U2;-3U1;-4U2;-5U2;-6U2;-7U2;-8U1;-9U1,-2U2;-3U1;-4U2;-4S1;-5U2;-5S1;-6U2;-6S2;-7U1;-7S1;-8U1;-8S1,,
396,TPI,dhap_c <=> g3p_c,Triose-phosphate isomerase,U;U;SS,SS,U,U,-2U4;-3S2;-1S5;-1U2;-3U3;-4U3;-5U3;-4S2;-2S2;-6U2,-1U2;-2S4;-1S4;-2U3;-3U3;-3S3;-4U3;-4S3;-5U2;-5S2,,
397,MPTG,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c,Murein polymerizing transglycosylase,U;U;SS,SS,U,U,0U1,0U1,,
398,MPTG2,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c,Murein polymerizing transglycosylase 2 (three linked units),U;U;DS,DS,U,U,0U2,0U2,,
399,RPI,r5p_c <=> ru5p__D_c,Ribose-5-phosphate isomerase,U;U;SS,SS,U,U,S1;-1U2;-1S2;-2D1;-2U1;-3U1;-4U1;-5U1;-3S1,U1;0S1;-2U1;-3U1;-3S1;-4U1;-4S1;-1U1;-2S1;-1S1,,
400,MCTP1App,murein5p5p_p --> ala__D_p + murein5px4p_p,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),U;U;SU,SU,U,U,0U1,0U1,,
401,MCTP2App,murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),U;U;DU,DU,U,U,0U1,0U1,,
402,MCTP1Bpp,murein5p5p_p --> alaala_p + murein5px3p_p,Murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm),U;U;DS,DS,U,U,-2U1;0U1,-1U1;-2U1;-2S1;0U1,,
403,PERD,4per_c + nad_c <=> h_c + nadh_c + ohpb_c,Erythronate 4-phosphate (4per) dehydrogenase,U;U;SD,SD,U,U,0U2;-1U2;-2U2;-3U2;-4U2;-2S1;-5U1,U1;0U2;-1U1;-2U2;-2S2;-3U2;-3S1;-1S1;-4U1,,
404,5DOAN,dad_5_c + h2o_c --> 5drib_c + ade_c,5'-deoxyadenosine nuclosidase,U;U;SS,SS,U,U,-1U2,U1;-1U1,,
405,DM_5drib_c,5drib_c --> ,Sink needed to allow 5'-deoxyribose to leave system,U;U;SS,SS,U,U,-1U1,0U1;-1U1,,
406,DHORDfum,dhor__S_c + fum_c --> orot_c + succ_c,Fumarate dependent DHORD,U;D;SS,SS,U,D,D1;0D1;-1D4;-2S3;-3U3;0U2;-1S2;-2D2;-2U1;-4U2;-5U1;-6U1;-7U1;-8U1;-1U2;-3S2;-4S1,D1;S1;0D3;-1S3;-1D3;-3S3;-3U3;0U2;-2S2;-2U1;-4U2;-4S2;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-1U2;-2D2,,
407,K2L4Aabcpp,atp_c + h2o_c + kdo2lipid4_c --> adp_c + h_c + kdo2lipid4_p + pi_c,KDO(2)-lipid IV A transport via ABC system (periplasm),U;U;SS,SS,U,U,-1U1;-2U1;-3U1;-4U1;-5U1;-6U1;-7U1;-2S1;-8U1;0U1;0S1;-3S1;-9U1,-1U1;-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1;0U1;-8U1;-8S1,,
408,3OAR120,3oddecACP_c + h_c + nadph_c <=> 3hddecACP_c + nadp_c,3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
409,3HAD80,3hoctACP_c --> h2o_c + toct2eACP_c,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0),U;U;SS,SS,U,U,-2U1;-3U1;-4U1,-3S1;-2U1;-3U1,,
410,3HAD120,3hddecACP_c --> h2o_c + tddec2eACP_c,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0),U;U;SS,SS,U,U,-2U2;-3U1;-4U1;0U1;-1U1,-3S1;-2U1;-3U1;-1S1;0U1;-1U1,,
411,SO4t2pp,h_p + so4_p --> h_c + so4_c,Sulfate transport in via proton symport (periplasm to cytoplasm),U;U;SS,SS,U,U,-1U5;-1S4;-2U3;-3U3;-4U3;-5U3;-6U3;-2D2;-1D3;-7U3;-3S3;-2S3;-8U3;-3D3;-4S3;-9U3;-4D3;-5S3;-10U3;-5D3;-6S3;-11U3;-6D3;-7S3;-12U3;-7D3;-8S3;-13U3;-8D3;-9S3;-14U3;-9D3;-10S3;-15U3;-10D3;-11S3;-16U3;-11D1;-12S1;-17U1,-1U3;-2U3;-2S3;-3U3;-3S3;-4U3;-4S3;-5U3;-5S3;-1S2;-6U3;-6S3;-7U3;-7S3;-8U3;-8S3;-1D2;-2D3;-9U3;-9S3;-3D3;-10U3;-10S3;-4D3;-11U3;-11S3;-5D3;-12U3;-12S3;-6D3;-13U3;-13S3;-7D3;-14U3;-14S3;-8D3;-15U3;-15S3;-9D1;-16U1;-16S1,,
412,DHNAOT4,dhna_c + h_c + octdp_c --> 2dmmql8_c + co2_c + ppi_c,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",D;;DU,DU,D,,-1D1,,,
413,AMPMS2,air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c,4-amino-2-methyl-5-phosphomethylpyrimidine synthetase,U;U;SU,SU,U,U,-1S3;-1U3;-2U3;-3U3;-2S2;-4U2;0U1;-5U1;-6U1;0S1;-7U1;-2D1;-3S1;-8U1,-2S3;-1U3;-2U3;-3S2;-3U2;0U1;-4U1;-4S1;-5U1;-5S1;-1S1;-6U1;-6S1;-7U1;-7S1,,
414,PSSA161,cdpdhdec9eg_c + ser__L_c --> cmp_c + h_c + ps161_c,Phosphatidylserine syntase (n-C16:1),U;U;SS,SS,U,U,U1;-1U3;-2U3;-3U3;0U2;-4U3;-5U3;0S1;-6U2;-1D1;-2S2;-1S1;-7U2;-2D1;-3S1;-8U2,0U3;-1U3;-2U3;-2S3;-1S1;-3U3;-3S3;-4U3;-4S3;0S1;-5U2;-5S2;-6U2;-6S2;-7U2;-7S2,,
415,PSD160,h_c + ps160_c --> co2_c + pe160_c,Phosphatidylserine decarboxylase (n-C16:0),U;U;SS,SS,U,U,0U2;-1U1;-2U1;-3U1;-4U1;-5U1;0S1;-6U1;-1D1;-2S1;-1S1;-7U1;-2D1;-3S1;-8U1,0U1;-1U1;-2U1;-2S1;-1S1;-3U1;-3S1;-4U1;-4S1;0S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1,,
416,PSD161,h_c + ps161_c --> co2_c + pe161_c,Phosphatidylserine decarboxylase (n-C16:1),U;U;SS,SS,U,U,0U2;-1U1;-2U1;-3U1;-4U1;-5U1;0S1;-6U1;-1D1;-2S1;-1S1;-7U1;-2D1;-3S1;-8U1,0U1;-1U1;-2U1;-2S1;-1S1;-3U1;-3S1;-4U1;-4S1;0S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1,,
417,COLIPAabcpp,atp_c + colipa_c + h2o_c --> adp_c + colipa_p + h_c + pi_c,Core oligosaccharide lipid A transport via ABC system (periplasm),D;D;DS,DS,D,D,0D1;0S1;-1D1,0D1,,
418,ACONTb,acon_C_c + h2o_c <=> icit_c,"Aconitase (half-reaction B, Isocitrate hydro-lyase)",;U;SS,SS,,U,,-1U1,,
419,CA2tex,ca2_e <=> ca2_p,Calcium (Ca+2) transport via diffusion (extracellular to periplasm),U;U;SS,SS,U,U,-1U1;-2U1,-1U1;-2U1,,
420,3HAD161,3hcpalm9eACP_c --> h2o_c + t3c9palmeACP_c,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1),U;U;SS,SS,U,U,0U1;-1U1;-2U2;-3U1;-4U1;-5U1;-6U1;-7U1;-8U1,-1S1;0U1;-1U1;-3S1;-2U1;-3U1;-4U1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1,,
421,SUCDi,q8_c + succ_c --> fum_c + q8h2_c,Succinate dehydrogenase (irreversible),U;U;SS,SS,U,U,S1;-1D8;-2S7;-3U7;0S1;0D5;-1U7;-2U5;-4U6;-5U5;-6U5;-1S3;-7U5;0U5;-3S6;-2D5;-3D2;-8U4;-9U2;-4S4;-5S2,D1;-1S8;-1D8;-3S7;-3U7;0S6;-1U6;-2U5;-2S6;-4U6;-4S6;-5U5;-5S5;-6U5;-6S5;0U4;-2D5;0D4;-7U4;-7S4;-8U2;-8S2;-3D2,,
422,3OAR181,3ocvac11eACP_c + h_c + nadph_c --> 3hcvac11eACP_c + nadp_c,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1),U;U;DS,DS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
423,3HAD121,3hcddec5eACP_c --> h2o_c + t3c5ddeceACP_c,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1),U;U;SS,SS,U,U,-2U2;-3U1;-4U1;0U1;-1U1,-3S1;-2U1;-3U1;-1S1;0U1;-1U1,,
424,EX_o2_e,o2_e <=> ,O2 exchange,;;SS,SS,,,,,,
425,MDDCP2pp,h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p,"Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",U;U;DU,DU,U,U,0U1,0U1,,
426,MDDCP3pp,h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p,"Murein D,D-carboxypeptidase (murein5p5p) (periplasm)",U;U;DU,DU,U,U,0U1,0U1,,
427,EAR140x,h_c + nadh_c + tmrs2eACP_c --> myrsACP_c + nad_c,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0),U;U;SS,SS,U,U,-1U2;-2U3;-3U2;0U1;-4U1,-2S1;-1U2;-2U2;-1S1;0U1;-3S1;-3U1,,
428,3OAS181,h_c + hdeACP_c + malACP_c --> 3ocvac11eACP_c + ACP_c + co2_c,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1),U;U;DS,DS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
429,AGPAT160,1hdecg3p_c + palmACP_c --> ACP_c + pa160_c,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),U;U;SU,SU,U,U,-1U1;-2U1;-3U1;-4U1;-5U1;-6U1,-1U1;-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1,,
430,PGSA160,cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c,Phosphatidylglycerol synthase (n-C16:0),U;U;DU,DU,U,U,U1;-1U2;-2U2;-3U2;-4U2;-5U2;-6U1;-7U1;-2S1;-8U1;0U1,0U2;-1U2;-2U2;-3U2;-3S2;-4U2;-4S2;-5U1;-5S1;-6U1;-6S1;-2S2;-7U1;-7S1,,
431,3OAS140,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0),U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
432,3OAR140,3omrsACP_c + h_c + nadph_c <=> 3hmrsACP_c + nadp_c,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),U;U;SS,SS,U,U,-1U2;0U1;-2U1,-1U2;-1S1;0U1,,
433,MLDCP1App,h2o_p + murein5px4p_p --> alaala_p + murein3px4p_p,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",U;U;DU,DU,U,U,-2U1;0U1,-1U1;-2U1;-2S1;0U1,,
434,3OAR160,3opalmACP_c + h_c + nadph_c <=> 3hpalmACP_c + nadp_c,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),U;U;SS,SS,U,U,0U1;-1U1;-2U1;-4U1;-5U1;-6U1;-7U1;-8U1;-9U1,-1S1;0U1;-1U1;-4U1;-5U1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1,,
435,PGSA161,cdpdhdec9eg_c + glyc3p_c --> cmp_c + h_c + pgp161_c,Phosphatidylglycerol synthase (n-C16:1),U;U;DU,DU,U,U,U1;-1U2;-2U2;-3U2;-4U2;-5U2;-6U1;-7U1;-2S1;-8U1;0U1,0U2;-1U2;-2U2;-3U2;-3S2;-4U2;-4S2;-5U1;-5S1;-6U1;-6S1;-2S2;-7U1;-7S1,,
436,3HAD181,3hcvac11eACP_c --> h2o_c + t3c11vaceACP_c,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1),U;U;DS,DS,U,U,-3U1;-4U1;-5U1;-6U1;-7U1;-8U1;-9U1;-10U1;0U1;-1U1;-2U1,-3U1;-4U1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-1S1;0U1;-1U1,,
437,PGPP160,h2o_c + pgp160_c --> pg160_c + pi_c,Phosphatidylglycerol phosphate phosphatase (n-C16:0),U;U;DU,DU,U,U,0U2;-1U1;-2U1;-3U1;-4U1;-5U1;-6U1;-7U1;-2S1;-8U1,-4U2;0U1;-1U1;-2U1;-3U1;-3S1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1,,
438,3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1),U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
439,3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1),U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
440,3HAD141,3hcmrs7eACP_c --> h2o_c + t3c7mrseACP_c,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1),U;U;SS,SS,U,U,-2U2;-3U1;-4U1;0U1;-1U1,-3S1;-2U1;-3U1;-1S1;0U1;-1U1,,
441,EAR121x,h_c + nadh_c + t3c5ddeceACP_c --> cddec5eACP_c + nad_c,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1),U;U;SS,SS,U,U,-1U1;-2U1;-3U1,-2S1;-1U1;-2U1,,
442,PGPP161,h2o_c + pgp161_c --> pg161_c + pi_c,Phosphatidylglycerol phosphate phosphatase (n-C16:1),U;U;DU,DU,U,U,0U2;-1U1;-2U1;-3U1;-4U1;-5U1;-6U1;-7U1;-2S1;-8U1,0U1;-1U1;-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1,,
443,PGPP181,h2o_c + pgp181_c --> pg181_c + pi_c,Phosphatidylglycerol phosphate phosphatase (n-C18:1),U;U;DU,DU,U,U,0U2;-1U1;-2U1;-3U1;-4U1;-5U1;-6U1;-7U1;-2S1;-8U1,-4U2;0U1;-1U1;-2U1;-3U1;-3S1;-4S1;-5U1;-5S1;-6U1;-6S1;-2S1;-7U1;-7S1,,
444,PE160abcpp,atp_c + h2o_c + pe160_c --> adp_c + h_c + pe160_p + pi_c,"Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)",U;U;SS,SS,U,U,-1U5;-1S5;-2U3;-3U3;-4U3;-5U3;-6U3;-2D3;-1D4;-7U3;-3S3;-2S3;-8U3;-3D2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D2;-9S2;-14U2;-9D2;-10S2;-15U2;-10D2;-11S2;-16U2;0U1;0S1,-1U3;-2U3;-2S3;-3U3;-3S3;-4U3;-4S3;-5U3;-5S3;-1S3;-6U3;-6S3;-7U3;-7S3;-8U2;-8S2;-1D2;-2D2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D2;-13U2;-13S2;-7D2;-14U2;-14S2;-8D2;-15U2;-15S2;0U1;0S1,,
445,PE161abcpp,atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c,"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)",U;U;SS,SS,U,U,0U1;-1U1;-2U1;-3U1;-4U1;-5U1;0S1;-6U1;-1D1;-2S1;-1S1;-7U1;-2D1;-3S1;-8U1,0U1;-1U1;-2U1;-2S1;-1S1;-3U1;-3S1;-4U1;-4S1;0S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1,,
446,ACONTa,cit_c <=> acon_C_c + h2o_c,"Aconitase (half-reaction A, Citrate hydro-lyase)",U;U;SS,SS,U,U,S1,0S1;-2U1,,
447,PG181abcpp,atp_c + h2o_c + pg181_c --> adp_c + h_c + pg181_p + pi_c,"Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)",;U;DS,DS,,U,,-3U1,,
448,PGSA181,cdpdodec11eg_c + glyc3p_c --> cmp_c + h_c + pgp181_c,Phosphatidylglycerol synthase (n-C18:1),U;U;DU,DU,U,U,U1;-1U2;-2U2;-3U2;-4U2;-5U2;-6U1;-7U1;-2S1;-8U1;0U1,0U2;-1U2;-2U2;-3U2;-3S2;-4U2;-4S2;-5U1;-5S1;-6U1;-6S1;-2S2;-7U1;-7S1,,
449,MDDCP4pp,h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",U;U;DU,DU,U,U,0U1,0U1,,
450,PSSA160,cdpdhdecg_c + ser__L_c --> cmp_c + h_c + ps160_c,Phosphatidylserine syntase (n-C16:0),U;U;SS,SS,U,U,U1;-1U3;-2U3;-3U3;0U2;-4U3;-5U3;0S1;-6U2;-1D1;-2S2;-1S1;-7U2;-2D1;-3S1;-8U2,0U3;-1U3;-2U3;-2S3;-1S1;-3U3;-3S3;-4U3;-4S3;0S1;-5U2;-5S2;-6U2;-6S2;-7U2;-7S2,,
451,PSSA181,cdpdodec11eg_c + ser__L_c --> cmp_c + h_c + ps181_c,Phosphatidylserine syntase (n-C18:1),U;U;DS,DS,U,U,U1;-1U3;-2U3;-3U3;0U2;-4U3;-5U3;0S1;-6U2;-1D1;-2S2;-1S1;-7U2;-2D1;-3S1;-8U2,0U3;-1U3;-2U3;-2S3;-1S1;-3U3;-3S3;-4U3;-4S3;0S1;-5U2;-5S2;-6U2;-6S2;-7U2;-7S2,,
452,AGPAT181,1odec11eg3p_c + octeACP_c --> ACP_c + pa181_c,1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),U;U;DU,DU,U,U,-1U1;-2U1;-3U1;-4U1;-5U1;-6U1,-1U1;-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1,,
453,3HAD40,3haACP_c --> but2eACP_c + h2o_c,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),U;U;SS,SS,U,U,-2U1;-3U1;-4U1,-3S1;-2U1;-3U1,,
454,3OAS60,butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c,3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0),U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
455,3OAS160,h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0),U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
456,3OAR60,3ohexACP_c + h_c + nadph_c <=> 3hhexACP_c + nadp_c,3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
457,3OAR80,3ooctACP_c + h_c + nadph_c <=> 3hoctACP_c + nadp_c,3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),U;U;SS,SS,U,U,0U1;-1U1;-2U1;-3U1;-4U1;-5U1,-1S1;0U1;-1U1;-4S1;-3U1;-4U1,,
458,MLDCP3App,h2o_p + murein5px3p_p --> alaala_p + murein3px3p_p,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",U;U;DU,DU,U,U,-2U2;0U1,-1U2;-2U2;-2S2;0U1,,
459,EAR100x,h_c + nadh_c + tdec2eACP_c --> dcaACP_c + nad_c,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0),U;U;SS,SS,U,U,-1U2;-2U2;-3U1;0U1,-2S1;-1U2;-2U1;-1S1;0U1,,
