Blattner,pdxBJ_20nM PN_Ave,WT_5uM PN_Ave,FoldChange
b3559,8.367958873,8.692312853,-0.05486434
b3560,8.520495448,8.337235123,0.0313683
b4553,5.349203571,3.989753155,0.423024618
b3561,4.131920046,3.57044432,0.210708718
b3562,3.667000653,3.908717509,-0.092094799
b3563,3.320459782,2.912330851,0.189208764
b0356,5.352512824,4.925777432,0.119864905
b3564,4.207554115,4.053048681,0.053974323
b3565,3.971176028,4.104045035,-0.04748025
b3566,2.825143947,3.719024699,-0.396599952
b3567,4.009854568,3.63432188,0.141863713
b3568,3.59717728,3.27262576,0.136416629
b3569,4.29826183,3.937411208,0.126505978
b3570,5.634911439,6.122057173,-0.119623582
b3571,4.580415881,4.466205252,0.03642904
b3572,7.826511244,7.11302064,0.137907003
b3573,6.193530979,6.812326224,-0.137385388
b0357,5.638225637,5.456307735,0.0473162
b3574,6.121221298,5.201901825,0.234780355
b3575,1.954430573,2.54802247,-0.382629663
b3576,0.924869143,1.843236602,-0.994920108
b3577,0.896573317,1.876389399,-1.065465786
b3578,1.673092396,2.556887017,-0.611871293
b3579,1.018980975,2.299879639,-1.174431246
b3580,2.027058076,2.734021139,-0.431636974
b3581,2.21507708,2.952621354,-0.414639454
b3582,2.337112831,2.665419144,-0.189635032
b3583,3.032035905,3.329170435,-0.134875892
b0358,3.519476338,2.830966469,0.314066125
b4648,1.443693416,2.210995595,-0.614931748
b4649,2.321283677,2.566277778,-0.144754498
b3584,3.194273738,2.843702538,0.16771739
b3585,3.771635633,4.264601938,-0.177220777
b3586,2.47768213,2.586687822,-0.06211484
b3587,1.650494426,2.249928269,-0.446980741
b3588,5.497531484,5.325164441,0.045957885
b3589,2.036808581,2.372569299,-0.220139824
b3590,6.15845481,6.752156793,-0.132779989
b3591,6.258029362,7.058251526,-0.173602415
b4579,2.461036103,1.73171955,0.507060516
b3592,7.073996462,5.780138959,0.291421321
b3593,3.519603112,3.342689819,0.074403265
b3594,4.293277858,3.631672246,0.241445539
b3595,4.035695031,3.937254692,0.035627117
b3596,2.508194649,2.460142812,0.027907246
b4650,2.689792442,2.634003386,0.030237651
b4651,1.824733606,2.324662651,-0.349335512
b4615,0.905315618,2.173674618,-1.263643248
b4652,2.486834849,2.313961992,0.103945534
b3597,3.970104474,3.881866754,0.032426375
b4272,6.354422222,6.137495348,0.050110928
b3598,5.082868482,5.158683946,-0.021360159
b3599,5.62255768,6.818983807,-0.278330203
b3600,6.800674396,6.802608448,-0.000410231
b3601,7.104286358,7.128241333,-0.004856447
b4554,8.806510766,8.931189437,-0.020281802
b3602,7.663010557,7.968887062,-0.056466958
b3603,3.090461008,3.629052075,-0.231770696
b3604,3.966736601,3.709221028,0.096836364
b3605,4.827510748,4.300493295,0.166777315
b3606,5.210578616,4.888049701,0.092184633
b0361,5.438379406,5.003008453,0.120380914
b3607,6.532329932,6.448063314,0.01873175
b3608,1.430258206,0.084243513,4.085566213
b3609,9.279929985,9.615040504,-0.051179014
b3610,8.495557451,8.797543424,-0.050392115
b3611,7.844453862,8.145468911,-0.054324744
b3612,8.852669672,9.500522958,-0.101894339
b3613,6.174507213,5.542515487,0.155783104
b3614,4.810772291,4.357515577,0.142762692
b3615,2.522432579,2.91426344,-0.20831559
b3616,6.013742646,6.036846775,-0.005532054
b0363,3.211363525,2.422448799,0.406719814
b3617,6.085164688,6.287812375,-0.047261861
b3618,4.853447764,5.278417383,-0.121095469
b3619,7.450787602,8.174242001,-0.133692019
b3620,6.62068205,7.194560833,-0.119926777
b3621,5.885735954,5.908182702,-0.005491619
b3622,5.314637738,5.719975073,-0.106037503
b3623,5.635309861,5.623493743,0.003028219
b3624,5.233060491,5.205029059,0.007748718
b3625,5.5154019,5.568407973,-0.013798898
b3626,5.948503345,6.25624056,-0.072769258
b0038,3.103747582,3.235065233,-0.059783571
b0364,1.281733433,1.848648036,-0.528374326
b3627,4.364644013,6.41635735,-0.555890503
b3628,6.141053812,6.183167663,-0.009859881
b3629,6.144578783,6.173756423,-0.006834449
b3630,6.231300127,6.112746792,0.027712398
b3631,6.68597795,6.633399267,0.011390232
b3632,7.104656342,6.66122751,0.09297681
b3633,5.706879539,5.143369905,0.149988197
b3634,5.567750739,5.51286997,0.014291052
b3635,4.398173791,4.646615546,-0.079275671
b3636,10.24988612,11.18204461,-0.125576125
b0365,3.410677118,2.89829097,0.234855745
b3637,10.66933527,11.60279978,-0.121002678
b3638,6.393049061,6.572429535,-0.039922604
b3639,6.357837912,6.255527366,0.023404722
b3640,7.13725351,7.1180949,0.00387785
b3641,6.146105959,5.864715654,0.067611477
b3642,3.140983392,4.261656918,-0.44019814
b3643,5.799853391,6.010870417,-0.051557486
b3644,7.433479151,7.816421845,-0.072470725
b3645,4.268552484,4.864583946,-0.188569503
b3646,3.359418953,3.140336285,0.097292666
b0366,3.443323408,3.04700948,0.176407701
b3647,3.481432758,3.962191237,-0.186617355
b3648,8.515282515,8.177990216,0.058308059
b3649,10.21639735,10.45760586,-0.03366606
b3650,7.221128066,7.247333444,-0.005226044
b3651,5.506641668,5.758966373,-0.064637167
b3652,4.653151982,5.048173461,-0.117553174
b3653,5.851295302,5.832272585,0.004697881
b3654,3.853324382,5.486570328,-0.509800957
b3655,7.734252845,6.041729861,0.35630025
b3656,3.694434551,3.507203433,0.075032455
b0367,3.737436895,3.006928845,0.313758491
b3657,2.654390516,2.969006134,-0.161599437
b3658,2.682738902,3.249526799,-0.276522995
b4653,1.983492221,2.743899824,-0.468185072
b3659,2.012161216,2.289496058,-0.186284181
b3660,6.261661882,5.456119683,0.198670317
b3661,8.781658211,7.555816021,0.216905811
b4555,4.760908217,4.140641366,0.201382564
b3662,4.388259135,4.334572372,0.017759051
b3663,5.241099324,5.486500257,-0.066016723
b3664,2.431222297,2.824269422,-0.21619591
b0368,4.493574495,3.452753228,0.380116293
b3665,4.041472732,4.644450639,-0.200626846
b3666,3.441308823,3.118138948,0.142272148
b3667,3.87423943,3.436561571,0.172947308
b3668,0.160288735,0.090351991,0.827044739
b3669,7.123087012,6.684291011,0.091728069
b3670,7.971559419,7.743422112,0.041890687
b3671,7.944192155,7.576761676,0.06831915
b3672,9.771030939,9.538373899,0.034767452
b4616,2.506414218,3.091364455,-0.302618891
b4618,8.70462894,8.481146681,0.037523465
b0369,7.273663478,7.562678703,-0.056215148
b3673,2.773980028,3.078269196,-0.150162001
b3674,6.212068848,7.432739968,-0.258820318
b3675,4.704379722,4.668198595,0.011138577
b3676,5.635845326,5.509206198,0.032787557
b3677,5.751394751,5.418879866,0.085917198
b3678,3.017124649,2.839156098,0.08771213
b3679,1.847902156,2.49627021,-0.433885738
b3680,3.743002229,3.341866483,0.163541813
b3681,2.92011465,0.462601948,2.658181767
b3682,1.910805439,2.425630328,-0.344178808
b4580,3.914989668,2.816247809,0.475234214
b3684,2.385954105,2.931735483,-0.297188649
b3685,5.922080286,6.590156503,-0.154208677
b3686,4.013869759,4.890029088,-0.284849242
b3687,6.770086324,6.185983668,0.130171205
b3688,8.317043586,8.708658444,-0.066379698
b3689,6.009060044,5.981233489,0.006696301
b3690,2.645682167,2.272921983,0.219091592
b3691,2.65315139,2.745549516,-0.049387932
b4478,3.347528728,3.175124942,0.076283073
b4477,3.014001854,3.161149127,-0.068768792
b1026,4.62229329,3.023711666,0.612288229
b3693,3.612512498,3.343528376,0.111631218
b4479,4.636991806,4.488710377,0.046888164
b3696,4.956999394,4.274442667,0.213730759
b3697,7.801606278,7.348895284,0.086243798
b3698,5.565964116,4.710071659,0.240882598
b3699,7.623810188,8.016263112,-0.072417661
b3700,0.261147281,0.187600778,0.477197872
b3701,7.273298304,6.54002394,0.153313831
b3702,7.836065333,6.890049609,0.185615056
b3703,10.01765926,10.9138269,-0.123611621
b0298,5.162119644,2.314765015,1.157097835
b3704,7.955441267,7.722102658,0.042948222
b4557,6.875581204,6.690138225,0.039445653
b3705,7.563220226,7.717814354,-0.029191713
b3706,5.381615598,5.479038783,-0.025883471
b3707,4.402069625,5.398887372,-0.294480157
b3708,4.253717689,4.974711812,-0.225888664
b3709,2.939174383,3.355913687,-0.191294653
b3710,3.179134458,3.219060639,-0.018005719
b3711,4.799326738,4.492900531,0.095184913
b3712,6.21833494,6.402594027,-0.042128208
b0375,2.567972469,2.503790525,0.036515869
b3713,7.655116212,7.19002948,0.090426593
b3714,6.441696873,6.655461375,-0.047097908
b3715,5.10143561,4.667022846,0.128400768
b3716,5.419383495,4.638199056,0.224564004
b3717,5.537288415,5.511872658,0.00663711
b3718,3.897770648,3.632557179,0.101663695
b3719,2.538500414,2.7254816,-0.102534685
b3720,1.885172937,2.351938499,-0.31915346
b3721,1.84993547,2.561561142,-0.469548381
b3722,3.78369825,3.573737357,0.082363427
b0039,3.722259734,3.504485694,0.086975993
b0376,6.110067027,4.925452082,0.310932058
b3723,0.993961577,2.011296033,-1.016863452
b3724,6.892713194,6.163968164,0.161212575
b3725,6.404476831,5.738366505,0.15844061
b3726,5.300117956,3.160466638,0.745886882
b3727,4.812400589,4.246643154,0.180433855
b3728,4.755363639,4.247094229,0.163079549
b3729,7.752167221,8.243570114,-0.088669582
b3730,7.856207058,7.914162907,-0.010603809
b3731,9.896274879,10.35975723,-0.066032717
b3732,9.958955554,10.45563884,-0.070214861
b0377,6.135443586,5.540462801,0.147161162
b3733,9.148390446,9.687311405,-0.082578379
b3734,9.282067391,9.822469794,-0.081639654
b3735,9.563568433,10.07179945,-0.074700528
b3736,10.05695006,10.38468042,-0.046263969
b3737,10.84880416,11.0213971,-0.022771089
b3738,9.157814334,9.240690049,-0.012997273
b3739,7.995894477,7.446969105,0.10260606
b3740,6.300983608,5.861922022,0.10420328
b3741,6.813060954,6.834875403,-0.004611924
b3742,7.247542766,6.831110992,0.085371708
b0378,6.330971961,5.69225799,0.153425956
b3743,4.443616035,4.666086126,-0.070478775
b3744,7.96947187,8.990037812,-0.173843062
b3745,5.480772919,5.296434825,0.049357793
b3746,5.872001603,6.296805773,-0.100767806
b3747,4.953748964,5.0930905,-0.040020592
b3748,9.286321848,10.41600172,-0.165622404
b3749,6.024519853,6.842464241,-0.183669725
b3750,6.766650741,7.284942003,-0.106475561
b3751,7.900611048,8.706889695,-0.140193208
b3752,6.411970479,6.931135957,-0.112324034
b0379,6.167648129,6.873887154,-0.156405707
b3753,4.579717378,4.535410852,0.014025323
b3754,4.685066511,4.780393101,-0.02905973
b3755,7.278485687,7.688251012,-0.079017115
b3756,9.666297009,10.07826382,-0.060211898
b3757,4.786419769,4.216514079,0.182896155
b3758,11.06571437,10.82790583,0.031342345
b3759,2.969120301,2.772193172,0.099007758
b3760,5.75431291,4.874356757,0.239431828
b3761,6.148237756,5.104118971,0.268510999
b4480,7.379001756,6.391574997,0.207254179
b0380,6.581003214,8.022516239,-0.285747278
b3764,9.255823876,9.228112612,0.004325803
b3765,3.8511962,3.792139614,0.022294543
b3766,12.16915677,10.46344647,0.217871076
b4669,13.14508401,11.45518271,0.198522892
b4488,11.88513622,10.1785325,0.223628864
b3769,10.192371,7.510276857,0.4405517
b3770,11.30873052,8.930657164,0.340598741
b3771,10.18155538,7.824488877,0.379889552
b3772,9.435181857,7.389842917,0.352506627
b3773,5.221456175,4.952778623,0.076214068
b0381,7.280739473,7.363227638,-0.016253318
b3774,10.86175574,9.757720459,0.154641267
b3775,7.62029315,8.186044223,-0.103319962
b3777,6.484571133,5.693568233,0.187678071
b3778,5.292395723,5.364002068,-0.019388855
b3779,7.698990639,7.114642734,0.113878004
b3780,8.862486082,8.379707592,0.080811554
b3781,11.45990547,10.90687167,0.071357779
b3783,9.434290474,9.104695615,0.051303235
b3784,7.059075656,6.685892482,0.078359129
b3785,6.862209442,6.886705419,-0.005140807
b0382,9.447432642,8.743664166,0.111684338
b3786,6.111245256,5.939552493,0.041112143
b3787,6.300811478,6.419401785,-0.026901216
b3788,5.946946234,6.236624429,-0.06861635
b3789,6.017237628,6.490955871,-0.109329616
b3790,5.61216138,5.677759572,-0.016765264
b3791,6.060892609,6.462270787,-0.092510925
b3792,5.673061163,5.444445288,0.059342352
b4481,5.712630271,5.314655683,0.104178932
b3793,5.101826746,4.681465372,0.12405372
b3794,5.953211412,5.458884664,0.125061913
b0383,6.064555899,5.439014407,0.157056755
b3795,5.767132106,5.589250543,0.045199224
b3796,7.817882524,7.547711962,0.050738539
b3797,7.207430164,7.148845214,0.011774737
b3798,7.577829359,7.487425977,0.017314818
b3799,3.145097125,3.349449041,-0.090819232
b3800,2.576116378,3.160617239,-0.295008561
b3801,3.492865607,3.143478961,0.152049027
b4456,8.156885005,7.734718353,0.076669554
b3802,7.30267996,7.446357043,-0.028108787
b3803,6.962294503,6.674839867,0.060829615
b0384,6.118778109,6.157726514,-0.009154211
b3804,6.757301989,6.637329714,0.025844389
b3805,7.62147422,7.705532086,-0.015824497
b3806,7.906329004,7.780110737,0.023217301
b3807,7.156021766,6.591951814,0.118452079
b4558,8.639479129,8.384434298,0.043230888
b3809,8.192413627,7.736319457,0.082641188
b3810,7.567465633,6.974519152,0.117716462
b3811,7.247095434,6.605373998,0.133762643
b3812,6.288792786,5.56470058,0.176479037
b3813,7.21759078,6.96070551,0.052283809
b0385,2.804035704,2.963031443,-0.079569217
b4482,2.99357643,3.154099833,-0.07535822
b3816,6.984921625,6.338645957,0.140069239
b3817,3.783340052,3.559252733,0.088086075
b3818,1.937112923,2.463115492,-0.346576218
b3819,4.498649037,4.273433636,0.074096101
b3820,4.162332284,4.850423879,-0.220718688
b3821,5.558091394,5.208777442,0.093644762
b3822,5.035387452,4.767089218,0.078994166
b3823,8.653402576,7.671362373,0.17378471
b3824,8.327343893,7.542072167,0.142895449
b0040,2.065060144,2.397403164,-0.215288743
b0386,6.509819893,6.160102399,0.079663296
b3825,6.334667421,5.868205579,0.110349464
b3826,6.538264626,5.886512518,0.151494611
b3827,4.884529002,4.200874906,0.217529629
b3828,4.401288189,3.917330055,0.168055152
b3829,8.887289441,8.950941172,-0.010295912
b3830,7.829674162,6.559569563,0.255351121
b3831,9.66864277,10.08355307,-0.060618789
b3832,5.320294879,5.649215065,-0.086544215
b3833,7.888983774,7.747604541,0.026089154
b3834,7.092988422,7.066514043,0.005394893
b0387,7.144585757,6.983568824,0.032885879
b4707,0.061116744,0.058022867,0.074946103
b3835,5.971243193,5.727673588,0.060082049
b3836,9.777832719,10.51661004,-0.105083108
b3838,7.877795764,7.986940368,-0.019850927
b3839,6.483170032,6.210558961,0.061976291
b4483,5.121551889,4.858482915,0.076075134
b3842,6.000890303,5.038246374,0.252254885
b3843,7.306078296,7.519750115,-0.041587507
b3844,8.179494037,8.061879299,0.020895421
b3845,4.347069411,3.451815301,0.332687861
b0388,6.283556422,6.345542803,-0.014162239
b3846,3.356265293,4.096610763,-0.287574066
b3847,8.005821828,8.364615464,-0.06324971
b3848,6.883500426,7.144097804,-0.053609435
b3849,6.265005891,5.953008903,0.073696814
b3850,6.708031877,6.592958375,0.024963572
b3851,10.48643058,10.97112526,-0.065187814
b3852,5.34948419,4.722363333,0.179890745
b3853,3.998484506,3.365057177,0.248822279
b3854,10.4952581,10.35752988,0.019057664
b3855,0.543443633,1.761560022,-1.696651324
b0389,7.696813688,7.096275628,0.117199279
b3856,5.571352189,4.801574596,0.214519927
b3857,6.379423917,5.347219862,0.254637152
b3858,9.938774594,8.691538351,0.193456437
b3859,7.431254482,6.374787646,0.221228491
b3860,8.337788869,7.846404293,0.087633167
b3861,2.903800736,3.186329156,-0.133952852
b3862,4.01415621,3.609802959,0.15317667
b3863,7.124156846,6.982827379,0.028907971
b3864,6.113892366,5.688130273,0.104136647
b3865,7.408954019,7.713015009,-0.058025038
b0390,6.002625312,5.123598422,0.228436212
b4457,13.06558507,11.44583839,0.190948587
b3866,8.584960286,7.592767746,0.177185582
b3867,6.362603764,5.81424947,0.130024305
b4686,9.181340328,8.98310676,0.0314903
b3868,6.056369657,6.998174647,-0.208525405
b3869,6.242230369,6.8255956,-0.12889334
b3870,9.48881159,10.2231457,-0.107539871
b3871,8.217887867,8.739325905,-0.088754359
b3872,5.567362068,5.351192161,0.057133574
b3873,4.4254819,3.921152866,0.174556675
b0391,10.0966548,10.15267207,-0.007982097
b3874,3.252275333,2.902609971,0.164098672
b3875,1.166950026,2.71767088,-1.219627971
b3876,2.576228643,2.606655167,-0.016939102
b3877,2.469532647,2.671156899,-0.113226679
b3878,2.322694958,2.488376935,-0.099405343
b3879,2.313239099,2.101473756,0.138512953
b3880,3.807497405,3.26786072,0.220496558
b3881,3.370223047,3.115351019,0.113449348
b3882,2.828469082,2.951601534,-0.06147657
b3883,4.077571959,4.113847414,-0.012777947
b0392,6.154433169,4.848492304,0.344089795
b3884,5.550823697,5.724528366,-0.044454965
b3885,7.941611319,7.809556004,0.024191224
b3886,5.997226519,5.71920646,0.068480478
b3887,9.064431938,8.093293687,0.163489662
b3888,7.8309587,6.586368917,0.249705617
b3889,1.398018095,2.078444655,-0.572121298
b3890,5.819822172,5.552030694,0.067959528
b3891,7.134966295,6.567826685,0.119490557
b3892,6.217148253,5.894463878,0.07689238
b3893,3.837399007,4.144855547,-0.111193041
b0393,6.312444264,6.001662522,0.072836547
b3894,4.797208329,5.423363185,-0.176992693
b3895,5.951751092,5.741029841,0.052004638
b3896,1.958245695,2.879875772,-0.556444793
b3897,2.086122598,2.796039356,-0.422560723
b3898,3.029838835,3.388252981,-0.161300541
b3899,2.051819161,2.460008836,-0.261759914
b3900,1.911856331,2.403000199,-0.329862654
b3901,2.953727357,2.87916103,0.036888184
b3902,1.311090789,2.288818756,-0.803835634
b3905,2.566429353,2.848112744,-0.15024371
b0394,5.758054549,5.928814313,-0.042162157
b3906,3.232112878,4.038781009,-0.321442339
b3907,3.063178686,3.359319315,-0.133139408
b3908,9.00259721,9.433225743,-0.06740992
b3909,3.555249586,3.97196006,-0.159900272
b3910,7.229393328,6.689294484,0.112020526
b3911,6.731846217,6.189339669,0.121216721
b3912,7.738870736,7.301093759,0.084010455
b4484,6.909729639,6.210961407,0.153812659
b3915,7.76609156,7.253315346,0.098548143
b3916,10.24844402,10.15331368,0.013454239
b0396,5.555734075,4.982874279,0.156999372
b3917,6.878614669,4.992380246,0.462390218
b3918,3.798504703,3.301092804,0.20248791
b3919,10.02180538,10.26385045,-0.034429628
b3920,5.102316341,4.454332278,0.195943166
b3921,5.936307684,5.383324654,0.141068437
b3922,8.336853882,8.304255323,0.005652248
b3923,8.28703847,8.178574912,0.019007139
b3924,6.574207859,6.530726367,0.00957361
b3925,5.610884627,5.655196118,-0.011348809
b3926,5.417010587,6.47600274,-0.257606686
b0005,7.685455707,6.554153354,0.229721377
b0041,1.371180519,2.399758137,-0.807470491
b0397,4.15033082,4.109503719,0.014262159
b3927,5.186374157,8.396224887,-0.695014519
b3928,11.27848481,11.72378202,-0.055864785
b3929,10.03151671,10.43104077,-0.056343362
