Blattner,WT_20nM_PN_AVE,WT_5uM_PN_AVE,pdxBJ_20nM_PN_AVE,pdxBJ_5uM_PN_AVE,yggS_20nM_PN_AVE,yggS_5uM_PN_AVE
b4596,6.640379421,6.684743385,8.425414634,7.837936074,7.318340134,6.827086014
b1285,2.878302649,3.02433802,3.847296373,3.262829238,3.374516356,2.664511565
b0136,0.660240104,1.633636843,1.396038184,1.26925766,1.06384206,0.372410698
b4672,2.250436092,2.554899609,2.942270189,2.74160597,2.843970837,2.431472739
b1286,6.578717162,6.249338581,7.087169488,7.393517111,6.161018816,6.873231996
b1287,3.531409143,4.221711766,6.04559166,5.017299259,2.981231007,3.882145945
b1288,8.272493906,7.934773915,8.098616722,8.131067448,8.272186664,8.454744791
b1289,4.666699535,5.042881741,4.850075794,4.610716864,4.772299413,4.53621841
b1290,4.481672809,4.535920653,4.928540389,4.550587644,4.303684683,4.328626608
b1291,5.091782928,5.339666156,5.678592398,5.249972171,5.249176805,5.094664761
b1292,3.720355028,4.104479814,4.492101497,4.088374234,4.18247841,3.874852226
b1293,4.425571169,4.475542342,4.68108477,4.370094702,4.441016462,4.310840421
b1294,4.516501938,4.541765609,4.94087898,4.450827628,4.527098677,4.305559462
b0137,1.329864194,1.927836581,2.093678224,2.057580854,1.824878044,1.036669523
b1295,5.650019238,5.504139059,6.944523794,6.407218353,6.01592812,6.179545579
b1296,2.306514328,2.748027489,3.242628691,3.314312102,2.799860752,2.534887985
b1297,2.451855008,2.733000206,3.26084849,4.285822595,2.860812334,2.553361299
b1298,2.93961028,3.264749341,3.689128554,4.4081854,3.73776083,3.527396723
b1299,3.778808261,3.852187729,4.601392402,4.731114347,4.38349368,4.236126414
b1300,2.15568964,2.574733249,3.910197253,3.798245314,2.658936774,2.046494556
b1301,1.879540018,2.375378018,3.577149196,3.4595453,2.345100778,1.62041197
b1302,2.070260992,2.490496414,3.976060844,3.589587872,2.54025799,1.996122074
b1303,3.731453595,3.778390089,3.744155371,3.930028752,4.05788677,3.544687508
b1304,6.657921934,6.30113524,8.590847029,8.703308089,6.856659536,7.288094506
b0138,0.811607153,1.676654623,1.915128224,1.414916301,1.271180225,0.896898727
b1305,4.922143182,4.862347563,6.38725252,6.428499389,5.441597118,5.368098226
b1306,4.936176498,5.062633279,6.636485089,6.624749646,5.445730729,5.345432543
b1307,3.997318178,4.525682845,6.294563616,6.273891721,4.848894334,4.726585892
b1308,8.993993861,8.94023071,8.248041606,8.340029389,8.922751557,8.72614282
b1309,0.615654583,1.682427023,0.726223101,0.548524004,1.00662313,0.689250897
b1310,0.297971192,1.245761906,0.908359829,0.74372956,0.591284803,0.544447562
b1311,0.368747575,1.630888493,0.910705413,0.452711337,0.828540744,0.464900044
b1312,0.784530221,1.405192226,1.35389562,1.174863571,1.213499597,0.662041376
b1313,1.495407042,2.085385348,2.255190772,2.008562772,1.671855325,1.217443249
b1314,1.390936889,1.785276838,2.067671489,1.562557029,1.441082512,1.160302588
b0139,1.175138192,1.899632307,2.230662283,1.438736869,1.527604792,1.012425885
b1315,1.660513925,2.11067723,2.896727011,2.131163723,2.036051539,1.713430031
b1316,1.397211083,1.963122841,2.393020815,1.800429313,1.558493566,1.167680559
b1317,0.904937311,1.606697013,1.596443202,1.154560913,1.181043064,0.666874412
b1318,0.90477448,1.485519309,1.156298557,1.164395801,0.932173994,0.776448894
b1319,0.305490097,1.358979603,0.849385928,0.562726496,0.720700812,0.389858191
b1320,2.161869752,2.30978118,2.944602679,2.916539067,2.388754455,2.313475719
b1321,4.368608897,4.456670541,5.031034046,4.51224257,4.307767938,4.094741469
b1322,4.460042331,4.461404113,5.107405244,4.838089089,4.33232877,4.11589128
b1323,6.183841396,6.045174272,6.322219188,6.050816121,6.161920609,5.872844076
b1324,9.678482623,9.561686245,10.64177162,10.68952018,10.19569906,9.982199087
b0140,0.590490538,1.593531742,1.463873117,0.956126688,1.008448297,0.77965015
b1325,5.927537806,5.947506973,6.518731285,6.165460496,6.037015446,5.615290382
b1326,6.349426697,6.426707214,7.496968422,7.072790812,6.653991852,6.37523215
b4525,3.92480767,4.295739336,3.645353479,3.490191927,4.486065096,3.774885426
b4673,2.162721917,2.597804578,3.188552408,2.580878245,2.547031236,1.754972309
b1327,2.73518995,3.030112909,3.694756663,3.195106501,3.033241479,2.686223055
b1328,2.984781975,3.219377933,4.022198005,3.431768399,3.371074255,2.964411457
b1329,5.244270227,5.116913012,5.529059524,5.433077032,5.711219528,4.806399577
b1330,2.754737123,2.868056303,3.299222581,2.515490823,2.652566519,2.615510645
b1331,6.439451862,6.364787976,6.259986953,6.43595002,6.717793938,6.586616068
b1332,8.533859084,8.427177966,8.846577541,8.953971574,9.113530249,9.244345806
b0141,0.324271841,1.303701624,0.846870807,0.410421793,0.737159198,0.485740976
b1333,9.670849465,9.613673306,9.041767509,9.420968921,9.933543537,8.917840813
b1334,8.628542503,8.633208673,8.699840569,8.165935101,8.647709912,8.914518705
b1335,5.080210635,4.91772042,5.904535087,5.239590251,5.548727596,5.630085388
b1336,1.639526748,2.072121734,2.372002608,2.006382304,1.88679145,1.655132601
b1337,1.672168169,2.305704406,2.749642864,2.23946472,1.996640247,1.707499529
b1338,1.097065115,1.690658691,1.764786889,1.917631302,1.450799834,1.229079531
b1339,3.59305897,3.480058463,3.701062228,3.684496971,3.808083399,3.609689406
b4426,2.684980904,2.826118269,4.087801287,4.399070662,3.498810801,3.116776399
b1340,4.482792552,4.460140747,4.883357881,4.858307413,4.774824677,4.763213446
b1341,4.577209152,4.565567162,4.444249609,4.372355051,4.932515641,4.303623283
b0142,3.675714704,3.770629718,3.409591057,3.637184985,3.657539514,3.709512822
b1342,4.62480596,4.839667035,5.68360289,4.990663739,4.996923138,4.590965572
b4699,3.796447264,4.412994151,5.11460416,4.360840621,4.240894797,3.861314785
b1343,4.601960175,4.334767243,4.708151598,4.747671875,4.29906298,4.399287042
b1344,5.853388614,5.675343637,5.97903549,6.16207994,5.841724907,6.392577598
b1345,2.822558603,3.139862022,3.463074733,3.607546652,3.181543547,3.257506111
b1346,1.238160182,2.009324691,1.669063375,1.361140017,1.330374101,0.838029022
b1347,1.681438446,2.118231954,2.076871122,2.178134157,1.64084483,1.088719337
b1348,0.784394544,1.735753553,1.595368905,1.636070234,1.109900994,0.500528829
b1349,2.220851008,2.607224911,3.370367756,3.105495961,2.631984016,2.030716915
b1350,1.386311103,2.053930805,2.429231157,1.950370251,1.683769088,1.326428606
b0143,6.222594317,5.849116525,5.819413518,5.724357855,5.923940926,6.177171636
b1351,0.691093998,1.650828613,1.784718641,1.802673351,1.252004463,0.545985236
b4526,0.319127594,1.344780579,0.725460124,0.515471246,0.633329196,0.591393351
b1352,0.456323093,1.552546153,0.627643543,0.405345866,0.716816661,0.534240725
b1353,0.97107226,1.673669412,1.661365012,1.37420883,1.22335581,0.832806563
b4527,1.400982493,1.751770035,2.378548464,1.748383786,1.631823243,1.446055566
b1355,1.613718636,1.816969572,2.450680663,2.042275965,1.846645957,1.766941899
b1356,5.456519341,5.78677789,6.831453968,6.126944238,6.219550216,6.136113284
b1357,2.553704098,2.717817288,3.568936491,3.151163721,2.666706682,2.463851491
b1358,1.791050209,2.168519395,2.396694943,2.340655479,1.854893018,1.619664101
b1359,1.968084143,2.368049865,3.082795392,2.514258583,2.334956803,1.836545709
b0144,3.081512291,3.281442084,4.033250329,3.591499068,3.459524843,3.245537235
b1360,1.591914017,2.346724274,2.43262722,2.325705699,1.938164017,1.514411733
b1361,2.364022595,2.798361825,3.416025928,2.632320592,2.475841876,2.001455107
b1362,2.373635139,2.807384773,3.86816083,3.348582831,2.92181873,2.395548172
b4528,0.127289088,0.093449562,0.082838083,0.132539152,0.069198044,0.082280489
b1363,3.007944165,3.533880304,4.034695837,3.591435893,3.255468082,2.864456642
b1365,1.022353133,1.872783925,2.669385216,1.979332945,1.605844264,1.371270164
b1366,1.386867121,2.410375413,2.912596152,2.302368359,2.031819081,1.438961443
b1368,1.394120167,2.061660942,2.850670641,2.079652831,1.816161924,1.512173229
b4570,1.547195479,2.217222226,2.61155895,2.122160888,2.00928457,1.7180134
b1370,3.438452474,3.505890086,3.021009224,2.82907465,3.393137438,3.377157627
b0016,4.617646953,4.826415815,5.285087437,5.069630817,4.738319119,4.664880141
b0145,9.82668038,9.685520563,9.805298131,10.41804194,10.07114142,9.88824457
b1372,1.241870452,2.065191872,2.168598713,1.688286235,1.675107316,1.181322738
b1373,2.160701602,2.615602941,3.105446687,2.413883629,2.715521635,2.101116708
b1374,2.777338202,3.152366199,4.681198233,3.758996181,3.776534874,2.957761751
b1375,3.131181352,3.259796554,5.310833943,3.962450356,3.790434408,3.214117444
b4638,4.385737648,4.640895256,6.434296294,6.006226619,5.126080064,4.697680409
b1376,8.418612492,8.234783669,8.092425156,8.388248861,9.126241458,8.17220441
b1377,1.490870116,1.938876893,2.791082448,2.345306385,1.94941363,1.481769266
b4427,0.059283619,0.88254538,0.249513997,0.092773324,0.223733657,0.105214272
b1378,4.616508187,4.362051397,4.641877787,4.219447419,4.534097813,3.928417854
b4529,7.834836589,7.86634431,8.153244761,7.899658678,8.348903365,8.156913145
b0146,7.91731115,8.282076986,7.676134056,8.134852756,8.453220895,7.915351647
b1379,6.745248571,6.740692011,7.292802554,7.593722096,7.310428185,7.496264431
b1380,6.033931797,6.01167218,5.746521314,6.195241425,5.638443159,5.379965153
b1381,3.150180645,3.293479012,4.045826158,3.667119249,3.250268822,3.03001492
b1382,4.359587664,4.715702678,5.580729634,5.318081403,4.886821846,4.47544326
b1383,4.016197493,4.570028905,5.334146519,5.009953067,4.675393309,4.21693441
b1384,2.937619059,3.081423175,2.453129589,3.598115702,3.698918997,2.642536389
b1385,3.394801463,3.800107929,3.907274998,3.671729093,3.699264959,3.374512439
b1386,1.334804883,2.09528061,2.422172978,2.0542164,1.808748,1.503159987
b1387,0.809665198,1.715879953,1.545377502,1.266329635,1.284295121,0.822756543
b1388,0.748743703,1.599149722,1.180610073,1.18339495,1.198318155,0.76544225
b0147,3.676092981,3.873994443,4.38800174,4.188578829,4.127456157,3.83871635
b1389,1.106336471,2.032695897,1.656073306,1.945837876,1.390544213,0.751376822
b1390,0.720261123,1.552661216,1.486918055,1.264615414,1.015321119,0.820883859
b1391,1.222081859,2.089749945,2.222563357,1.699803833,1.822221169,1.624474807
b1392,0.973749668,1.584735145,2.123741239,1.593790496,1.196866232,0.910595079
b1393,0.719684739,1.838149794,2.136313139,1.565536969,1.470436849,0.995707607
b1394,1.25747803,1.757369694,2.117443517,1.621571583,1.342664681,1.082317046
b1395,1.57392352,2.122296262,2.749357643,2.236751393,1.941127057,1.599430064
b1396,1.574587457,1.807700426,2.551191364,2.301309823,1.749485363,1.519544533
b1397,3.429381202,3.695651882,3.174413707,3.515062758,3.741350123,3.245149999
b1398,2.27854309,2.590065383,3.076141845,2.832697239,2.708571689,2.238543748
b0148,4.149946948,4.280475289,4.29546849,3.998710008,4.261103124,4.173820254
b1399,4.147893285,4.385092508,4.869190909,4.413395383,4.679522897,4.241639949
b1400,5.232786731,5.396481492,5.834803408,5.479142955,5.554108446,4.892991563
b4674,0,1.670342236,0,0.066918357,0,0.137610433
b4492,3.355477231,3.712913825,4.665752265,3.905238826,3.80564588,3.303918167
b1402,4.112837779,4.408513008,4.952740501,4.307242362,4.300674779,3.800141716
b1403,5.295437845,5.449323248,5.729212589,5.400923803,5.358862616,5.024339815
b1404,2.961271792,3.379453366,4.054329943,3.752493464,3.46648964,3.0812709
b1406,6.886219124,7.10410422,6.116490871,6.044878043,7.114514335,6.251356322
b1407,0.975148714,1.728014355,1.950560564,1.398306655,1.299387977,0.761930375
b1408,0.259437142,1.09729136,0.859758746,0.429714076,0.483927095,0.268007863
b0149,5.510701496,5.412412496,5.580471423,5.720414173,5.505673305,5.558113069
b1409,0.194060865,1.39610867,0.639657804,0.352397068,0.602283981,0.123427291
b1410,1.324615375,2.042347218,2.647497702,2.115701882,1.679402222,1.397067497
b1411,2.194507505,2.863573341,3.768246704,3.35683111,2.624675321,2.484282771
b1412,4.777292421,4.505772629,6.12836336,5.213108079,4.678283582,4.719162984
b1413,4.880326416,4.988901106,5.323646939,4.98379641,4.817099601,4.915382725
b1414,5.519031708,5.519955506,5.860420622,6.194016735,5.72499177,5.595320172
b1415,6.74158067,6.911243114,7.007517386,7.83897024,7.473708133,6.908199579
b4493,7.965917632,8.323621748,8.78909398,7.987049714,8.221149367,7.893700969
b1418,7.232960581,6.996343849,7.574278058,8.417892167,7.313465234,7.081929703
b4597,5.879442306,5.948391006,6.281737205,6.89247018,6.22413123,5.66603205
b0150,7.628343239,7.563854037,7.258051604,6.746397444,7.611399007,7.493457747
b1419,7.473049523,7.602858876,7.467378769,7.938106706,7.371380913,6.611261876
b4428,7.050346947,7.113256065,6.891912331,7.24950505,6.88652359,6.291473186
b1420,6.831009584,6.965149135,6.472702037,6.872859563,6.769654766,5.848863146
b4429,6.614093255,6.602210772,6.31386332,6.492016266,6.838697518,6.111995041
b1421,2.016345534,2.330138344,3.175689633,5.066391035,2.535663308,2.20052692
b1422,4.75557891,4.958226314,3.875926777,5.352478135,5.522211395,4.925477096
b1423,4.362683716,4.639770531,3.811078538,4.456697139,5.45147145,3.512415307
b1424,5.169169754,4.8646374,5.746483642,5.842852387,5.261999102,5.112226023
b1426,9.959400393,10.3504739,9.250697974,9.338245602,10.06858991,9.498428947
b1427,5.634180409,5.69093927,6.529405906,5.512801342,6.154268647,5.751385523
b0151,6.600090722,6.445992496,6.444156179,5.94614371,6.652530158,6.360166417
b1428,4.136574592,4.282950293,5.485637295,4.306128761,4.700106239,3.853167163
b1429,4.217581963,4.428201769,4.990010824,4.516557971,4.641656376,4.343668301
b1430,6.367469519,6.326864761,6.732758214,6.601627618,6.389861147,6.182840841
b1431,6.342717311,6.408143111,6.65967009,6.684211997,6.926871368,6.068679884
b4578,4.020933117,4.333920576,4.363464576,4.098934749,4.439407517,3.306923884
b1432,4.270269293,4.443202202,4.953814721,4.39469723,4.569063441,4.404810254
b1433,2.280016834,2.585458468,3.197091016,2.884663137,2.38704405,3.123806428
b1434,3.065630561,3.375007547,3.620698711,3.188808987,3.28365189,3.54419435
b1435,4.447858699,3.893129221,4.313133783,4.184570685,4.136297711,4.364432875
b1436,3.030595133,3.730638765,3.945880701,3.619681622,3.496264905,3.217868597
b0152,5.272367091,5.244959892,5.43065429,5.022012781,5.592703608,5.350799741
b4532,3.713952739,4.092376308,5.050631799,4.359274608,4.144078546,4.177919776
b1438,3.737251086,3.719082084,4.716292715,3.878096841,3.844034515,3.582818733
b1439,3.355558553,3.482671747,4.162410552,3.758390443,3.575901965,3.362534445
b1440,5.495213424,5.63226116,5.52344968,5.202432989,6.330267823,4.443730394
b1441,3.362096309,3.134188142,4.32119593,3.183910651,3.931640898,2.471173159
b1442,2.578943965,2.543613519,4.146533702,2.742959465,2.926704517,2.217607964
b1443,2.692806863,2.796951593,4.792886929,3.35785757,2.821825651,2.453790786
b1444,4.018957411,4.131370831,5.829918555,4.920121017,3.983883568,3.873975909
b4598,3.73268139,4.322998242,5.562865122,4.686060226,4.722667365,4.604331256
b1445,3.977366474,4.035619255,4.994320077,4.503974694,4.190763804,4.79009419
b0153,5.797944458,5.854752971,5.403042562,5.472023293,5.740665519,5.942859842
b1446,8.92890191,9.076041214,8.453939573,8.833646536,8.857997958,8.837504539
b1447,6.128688797,6.140541233,7.7454617,7.284556534,6.293999642,5.834345367
b1448,6.779075354,6.76044171,8.459260776,8.051090878,6.908310975,6.611460387
b1449,5.601148768,5.86112851,6.188517913,5.897298028,6.08315343,5.577442297
b1450,2.318715221,2.775884477,3.91386914,3.082858087,3.498387829,2.391428332
b1451,2.653610832,2.995996775,2.875560409,3.136655611,2.858111781,2.868453627
b1452,8.553910172,8.476251113,9.176608926,8.968958643,8.268142432,8.851464384
b1453,1.877078371,2.423277542,3.071588956,2.541000898,2.114121506,2.153805417
b1454,2.955715785,3.489401267,4.355842489,2.91830017,3.981921032,2.838916447
b1455,0.0685984,1.646344446,0.586960428,0.710222251,0.670622839,0.246682893
b0154,6.680291386,6.501555777,6.408269661,6.421725548,6.763979478,6.468339296
b1456,1.3370853,2.184522052,2.169380434,1.859798066,1.770815961,1.207402995
b1457,1.853052017,2.789731198,3.478121424,3.08894323,2.996113352,2.733490401
b1459,0.707237994,1.818221611,2.004593245,1.506850477,1.362940818,1.045446911
b1460,0.453290718,1.389351526,1.487319265,1.089942901,0.88939118,0.538744832
b1461,5.66943508,5.72842825,7.239588889,6.412888617,5.940530433,5.497519408
b1462,5.724225055,6.108972964,6.000875177,5.918565053,6.114212163,5.327896362
b1463,2.432142604,2.884336803,4.420462817,4.201867401,3.066716674,3.260626451
b1464,5.527542052,5.289057469,6.032215545,5.4166326,5.528511791,5.507429756
b1465,2.506856638,2.773573113,3.77465628,3.317855935,2.462059005,2.264576206
b1466,2.12077241,2.643076766,3.40730202,2.962705266,2.073170551,1.786425057
b4412,6.690834672,6.457674311,5.656966686,5.738167713,6.380216356,6.290262945
b0155,5.165948093,5.286219408,5.955843384,5.255693368,5.669688243,5.023187325
b1467,1.731743767,2.238274895,3.316310586,2.682192208,1.977010633,1.553359639
b1468,1.858159817,2.26348203,3.377969578,2.831750084,2.179469153,1.493641893
b1469,1.517117651,1.851918174,3.104823296,2.215759147,2.117123935,1.19265032
b1471,0.036307317,1.180620687,0.46119773,0.11964353,0.463613903,0.143394113
b1472,0.147451656,1.001380392,0.428915619,0.031727746,0.470957223,0.139987833
b1473,3.464149455,3.338882528,3.778174076,3.676962709,3.394763625,3.127029523
b1474,2.085699159,2.166874927,2.418456249,2.275809211,2.124992725,2.031615382
b1475,1.881635271,2.297687861,2.247985203,2.269909284,1.819100259,1.775082886
b1476,2.839139874,3.016003325,3.588029694,3.382794853,2.898786411,2.75508354
b1477,6.447741343,6.617459172,7.644100884,6.674454651,6.992215628,6.79855927
b0156,6.974386429,7.491524129,7.231311503,7.289165675,7.530749545,7.802176873
b1478,6.507955874,6.634944919,7.599968744,6.698643925,6.471685284,6.238391599
b1479,6.594668132,6.442937743,6.546068405,6.84108904,6.628438084,7.009914595
b1480,10.37652424,10.77768719,11.36968484,10.96230169,10.36028385,10.28341016
b1481,3.903079815,4.246560777,5.686296156,5.845327902,4.35002984,4.666587719
