feature_ids	Fucose_1_RPKM	Fucose_2_RPKM	Fucose_3_RPKM	Glucose_1_RPKM	Glucose_2_RPKM	Glucose_3_RPKM
b1640	32.0	39.0	38.0	32.0	35.0	32.0
b1641	1639.0	1398.0	1416.0	1416.0	1883.0	2364.0
b1642	1569.0	717.0	761.0	1481.0	735.0	1239.0
b1643	48.0	29.0	28.0	37.0	32.0	30.0
b1644	11.0	11.0	9.0	6.0	10.0	7.0
b1645	6.0	8.0	7.0	8.0	8.0	6.0
b1646	28.0	56.0	67.0	113.0	45.0	30.0
b1647	60.0	145.0	145.0	36.0	72.0	52.0
b1648	9.0	18.0	24.0	15.0	15.0	13.0
b1649	34.0	14.0	14.0	5.0	8.0	6.0
b1650	51.0	36.0	37.0	17.0	32.0	17.0
b1651	200.0	436.0	427.0	118.0	365.0	309.0
b1652	34.0	61.0	51.0	24.0	54.0	47.0
b1653	9.0	10.0	11.0	16.0	15.0	11.0
b1654	422.0	322.0	314.0	317.0	313.0	283.0
b1655	37.0	67.0	65.0	19.0	34.0	25.0
b1656	189.0	142.0	116.0	41.0	143.0	90.0
b1657	29.0	26.0	22.0	16.0	40.0	18.0
b1658	94.0	284.0	224.0	80.0	243.0	156.0
b1659	10.0	18.0	16.0	16.0	13.0	10.0
b1660	10.0	11.0	9.0	7.0	6.0	9.0
b1661	521.0	521.0	759.0	870.0	1298.0	771.0
b1662	243.0	305.0	280.0	133.0	301.0	333.0
b1663	83.0	100.0	86.0	40.0	67.0	44.0
b1664	122.0	148.0	153.0	166.0	126.0	111.0
b1665	2.0	2.0	4.0	2.0	2.0	2.0
b1666	5.0	1.0	1.0	2.0	3.0	3.0
b1667	617.0	531.0	675.0	661.0	358.0	442.0
b1668	35.0	83.0	94.0	141.0	57.0	27.0
b1669	5.0	10.0	8.0	8.0	8.0	4.0
b1670	5.0	7.0	7.0	6.0	6.0	5.0
b1671	6.0	5.0	6.0	6.0	5.0	6.0
b1672	6.0	7.0	7.0	6.0	7.0	8.0
b1673	3.0	3.0	3.0	2.0	2.0	2.0
b1674	4.0	2.0	1.0	0.0	1.0	1.0
b1676	476.0	665.0	621.0	601.0	1715.0	1652.0
b1677	27503.0	73357.0	84368.0	61315.0	53361.0	69019.0
b1678	148.0	213.0	289.0	570.0	208.0	188.0
b1679	44.0	73.0	88.0	174.0	72.0	127.0
b1680	33.0	69.0	84.0	177.0	72.0	109.0
b1681	31.0	89.0	109.0	233.0	85.0	138.0
b1682	27.0	73.0	97.0	199.0	61.0	116.0
b1683	42.0	109.0	147.0	318.0	99.0	156.0
b1684	32.0	81.0	118.0	243.0	98.0	121.0
b1685	1724.0	713.0	1028.0	4373.0	2830.0	2800.0
b1686	67.0	49.0	65.0	104.0	102.0	66.0
b1687	40.0	64.0	62.0	67.0	99.0	57.0
b1688	55.0	73.0	76.0	70.0	71.0	47.0
b1689	7.0	10.0	13.0	2.0	2.0	3.0
b1690	4.0	4.0	3.0	1.0	1.0	1.0
b1691	3.0	1.0	1.0	1.0	1.0	0.0
b1692	5.0	3.0	2.0	1.0	1.0	2.0
b1693	30.0	52.0	51.0	22.0	56.0	47.0
b1694	2.0	1.0	1.0	1.0	1.0	1.0
b1695	2.0	2.0	1.0	2.0	1.0	1.0
b1696	28.0	26.0	23.0	13.0	20.0	22.0
b1697	5.0	5.0	4.0	3.0	4.0	4.0
b1698	3.0	6.0	6.0	3.0	5.0	3.0
b1699	2.0	3.0	3.0	3.0	3.0	2.0
b1700	1.0	1.0	2.0	1.0	1.0	1.0
b1701	5.0	6.0	6.0	5.0	4.0	4.0
b1702	171.0	644.0	562.0	56.0	53.0	85.0
b1703	41.0	96.0	81.0	41.0	50.0	49.0
b1704	32.0	68.0	51.0	39.0	76.0	94.0
b1705	100.0	140.0	124.0	162.0	104.0	116.0
b1706	26.0	50.0	64.0	255.0	46.0	78.0
b1707	94.0	71.0	62.0	65.0	72.0	53.0
b1708	159.0	218.0	232.0	135.0	152.0	139.0
b1709	17.0	70.0	65.0	24.0	56.0	27.0
b1710	38.0	118.0	118.0	73.0	101.0	55.0
b1711	18.0	24.0	26.0	16.0	25.0	22.0
b1712	1701.0	1439.0	1671.0	2671.0	1261.0	850.0
b1713	189.0	226.0	215.0	249.0	270.0	225.0
b1714	117.0	208.0	159.0	59.0	253.0	191.0
b1715	355.0	191.0	190.0	225.0	222.0	182.0
b1716	6670.0	4935.0	4611.0	7153.0	5977.0	4127.0
b1717	6106.0	4168.0	3904.0	7373.0	5903.0	4786.0
b1718	6185.0	5011.0	4746.0	6150.0	5368.0	4755.0
b1719	1275.0	1383.0	1173.0	882.0	1282.0	1156.0
b1722	17.0	22.0	14.0	10.0	18.0	14.0
b1723	58.0	86.0	85.0	72.0	94.0	67.0
b1724	289.0	391.0	460.0	754.0	349.0	370.0
b1725	277.0	518.0	521.0	296.0	189.0	153.0
b1726	111.0	117.0	123.0	184.0	111.0	105.0
b1728	14.0	9.0	7.0	4.0	6.0	4.0
b1730	3.0	2.0	2.0	1.0	2.0	1.0
b1731	23.0	21.0	24.0	11.0	25.0	23.0
b1732	36.0	97.0	108.0	115.0	83.0	57.0
b1733	22.0	30.0	23.0	20.0	23.0	19.0
b1734	10.0	8.0	8.0	7.0	6.0	9.0
b1735	41.0	22.0	20.0	44.0	21.0	21.0
b1736	27.0	20.0	16.0	17.0	14.0	17.0
b1737	22.0	12.0	9.0	7.0	5.0	4.0
b1738	134.0	105.0	112.0	86.0	79.0	81.0
b1739	1175.0	2867.0	3145.0	2769.0	1347.0	1176.0
b1740	216.0	289.0	320.0	263.0	481.0	412.0
b1741	33.0	26.0	25.0	34.0	27.0	23.0
b1742	8.0	7.0	5.0	6.0	3.0	5.0
b1743	117.0	85.0	85.0	115.0	48.0	113.0
b1744	2.0	2.0	1.0	2.0	2.0	2.0
b1745	2.0	1.0	2.0	3.0	1.0	1.0
b1746	1.0	2.0	2.0	2.0	2.0	1.0
b1747	1.0	1.0	1.0	1.0	1.0	1.0
b1748	2.0	2.0	2.0	3.0	1.0	1.0
b1749	23.0	60.0	48.0	20.0	51.0	37.0
b1750	32.0	16.0	16.0	12.0	37.0	86.0
b1751	33.0	27.0	25.0	3.0	50.0	130.0
b1752	13.0	16.0	17.0	5.0	24.0	46.0
b1753	9.0	15.0	15.0	6.0	21.0	26.0
b1754	8.0	17.0	17.0	8.0	26.0	37.0
b1755	3.0	6.0	6.0	3.0	18.0	18.0
b1756	7.0	13.0	10.0	9.0	26.0	28.0
b1757	33.0	52.0	45.0	6.0	133.0	225.0
b1758	13.0	18.0	17.0	13.0	15.0	12.0
b1759	11.0	16.0	17.0	9.0	15.0	12.0
b1760	13.0	18.0	17.0	15.0	13.0	13.0
b1761	277.0	597.0	576.0	245.0	466.0	349.0
b1762	17.0	17.0	14.0	9.0	16.0	14.0
b1763	40.0	71.0	55.0	36.0	47.0	32.0
b1764	116.0	154.0	154.0	119.0	127.0	100.0
b1765	77.0	220.0	228.0	136.0	190.0	78.0
b1766	44.0	91.0	72.0	48.0	73.0	49.0
b1767	33.0	87.0	66.0	21.0	77.0	53.0
b1768	35.0	73.0	64.0	23.0	59.0	47.0
b1769	6.0	5.0	3.0	2.0	2.0	1.0
b1770	37.0	31.0	30.0	11.0	17.0	21.0
b1771	11.0	10.0	10.0	5.0	8.0	5.0
b1772	5.0	5.0	4.0	3.0	3.0	3.0
b1773	4.0	7.0	6.0	3.0	3.0	3.0
b1774	3.0	4.0	3.0	2.0	1.0	1.0
b1775	3.0	3.0	3.0	2.0	1.0	1.0
b1776	5.0	7.0	6.0	3.0	3.0	2.0
b1777	260.0	207.0	178.0	137.0	110.0	38.0
b1778	249.0	305.0	229.0	144.0	149.0	48.0
b1779	6549.0	3445.0	3308.0	4508.0	18603.0	17996.0
b1780	41.0	40.0	34.0	40.0	197.0	239.0
b1781	66.0	76.0	74.0	91.0	73.0	67.0
b1782	74.0	233.0	162.0	34.0	179.0	146.0
b1783	181.0	416.0	485.0	587.0	173.0	127.0
b1784	71.0	206.0	222.0	253.0	76.0	61.0
b1787	51.0	91.0	92.0	40.0	108.0	97.0
b1788	27.0	21.0	16.0	14.0	26.0	17.0
b1789	38.0	35.0	31.0	32.0	40.0	36.0
b1792	65.0	118.0	126.0	86.0	114.0	145.0
b1793	39.0	37.0	47.0	47.0	39.0	46.0
b1795	717.0	689.0	965.0	1958.0	853.0	1060.0
b1796	13.0	8.0	9.0	10.0	9.0	4.0
b1797	18.0	13.0	13.0	19.0	15.0	9.0
b1798	135.0	65.0	59.0	40.0	65.0	44.0
b1799	28.0	58.0	72.0	13.0	23.0	15.0
b1800	34.0	15.0	17.0	28.0	13.0	11.0
b1801	5.0	4.0	5.0	2.0	1.0	1.0
b1802	2.0	2.0	3.0	2.0	2.0	1.0
b1803	8.0	8.0	9.0	9.0	6.0	5.0
b1804	42.0	46.0	37.0	29.0	56.0	54.0
b1805	20.0	31.0	26.0	15.0	21.0	14.0
b1806	89.0	74.0	60.0	84.0	82.0	76.0
b1807	23.0	73.0	53.0	17.0	75.0	56.0
b1808	14.0	29.0	24.0	17.0	28.0	18.0
b1809	169.0	239.0	200.0	113.0	214.0	287.0
b1810	402.0	237.0	247.0	384.0	163.0	161.0
b1811	343.0	186.0	184.0	314.0	201.0	304.0
b1812	16.0	32.0	25.0	20.0	29.0	27.0
b1813	19.0	38.0	37.0	31.0	44.0	35.0
b1814	45.0	54.0	57.0	44.0	35.0	33.0
b1816	25.0	73.0	56.0	41.0	42.0	32.0
b1817	945.0	1187.0	1055.0	351.0	1027.0	949.0
b1818	744.0	1023.0	831.0	261.0	976.0	755.0
b1819	1283.0	1162.0	972.0	530.0	1191.0	910.0
b1820	48.0	38.0	35.0	23.0	35.0	35.0
b1821	5.0	2.0	3.0	2.0	2.0	3.0
b1822	38.0	65.0	49.0	23.0	65.0	65.0
b1823	7135.0	7433.0	6896.0	3486.0	6748.0	6107.0
b1824	3205.0	4338.0	3955.0	1374.0	3501.0	2649.0
b1825	540.0	205.0	195.0	593.0	228.0	308.0
b1826	319.0	163.0	151.0	179.0	126.0	185.0
b1827	144.0	219.0	214.0	91.0	159.0	146.0
b1828	7.0	7.0	6.0	4.0	5.0	4.0
b1829	162.0	243.0	203.0	225.0	184.0	145.0
b1830	151.0	332.0	249.0	145.0	282.0	241.0
b1831	350.0	691.0	557.0	344.0	521.0	455.0
b1832	209.0	463.0	423.0	191.0	349.0	251.0
b1833	29.0	49.0	41.0	28.0	32.0	24.0
b1834	19.0	45.0	39.0	28.0	38.0	24.0
b1835	16.0	33.0	23.0	13.0	31.0	25.0
b1836	1167.0	2456.0	3800.0	4971.0	3398.0	9059.0
b1837	77.0	60.0	74.0	109.0	56.0	47.0
b1838	39.0	34.0	39.0	35.0	24.0	15.0
b1839	133.0	155.0	144.0	117.0	135.0	116.0
b1840	43.0	79.0	75.0	63.0	63.0	46.0
b1841	117.0	187.0	221.0	191.0	193.0	132.0
b1842	66.0	45.0	43.0	32.0	53.0	53.0
b1843	12.0	31.0	28.0	10.0	20.0	17.0
b1844	35.0	66.0	71.0	42.0	62.0	44.0
b1845	28.0	52.0	51.0	48.0	37.0	31.0
b1846	51.0	41.0	37.0	42.0	33.0	36.0
b1847	169.0	279.0	287.0	187.0	124.0	95.0
b1848	446.0	278.0	230.0	367.0	216.0	245.0
b1849	10.0	34.0	17.0	6.0	59.0	36.0
b1850	79.0	97.0	80.0	64.0	149.0	112.0
b1851	14.0	17.0	14.0	19.0	27.0	45.0
b1852	130.0	123.0	126.0	156.0	160.0	177.0
b1853	156.0	229.0	243.0	63.0	92.0	117.0
b1854	619.0	695.0	574.0	102.0	669.0	913.0
b1855	47.0	76.0	60.0	39.0	119.0	95.0
b1856	71.0	116.0	104.0	90.0	1383.0	1154.0
b1857	66.0	75.0	72.0	189.0	8285.0	6845.0
b1858	121.0	90.0	83.0	103.0	578.0	548.0
b1859	36.0	36.0	34.0	37.0	285.0	168.0
b1860	45.0	63.0	61.0	48.0	63.0	44.0
b1861	71.0	67.0	59.0	61.0	59.0	62.0
b1862	4.0	3.0	3.0	3.0	2.0	2.0
b1863	63.0	108.0	95.0	40.0	120.0	86.0
b1864	149.0	307.0	271.0	107.0	338.0	246.0
b1865	156.0	230.0	222.0	165.0	294.0	273.0
b1866	214.0	371.0	337.0	219.0	381.0	349.0
b1867	26.0	61.0	63.0	39.0	57.0	32.0
b1868	11.0	28.0	28.0	16.0	21.0	12.0
b1869	85.0	147.0	154.0	145.0	115.0	85.0
b1870	40.0	95.0	81.0	42.0	71.0	54.0
b1871	31.0	89.0	69.0	42.0	55.0	40.0
b1872	5.0	8.0	8.0	5.0	5.0	5.0
b1873	2.0	3.0	2.0	1.0	2.0	2.0
b1874	264.0	194.0	220.0	301.0	201.0	255.0
b1875	48.0	66.0	60.0	47.0	61.0	56.0
b1876	59.0	143.0	109.0	41.0	116.0	100.0
b1877	55.0	12.0	10.0	13.0	10.0	12.0
b1878	2.0	2.0	2.0	2.0	2.0	2.0
b1879	3.0	5.0	5.0	5.0	5.0	3.0
b1880	1.0	2.0	2.0	2.0	1.0	1.0
b1881	6.0	9.0	6.0	8.0	6.0	5.0
b1882	7.0	7.0	8.0	9.0	6.0	5.0
b1883	1.0	1.0	1.0	1.0	1.0	1.0
b1884	2.0	2.0	2.0	1.0	1.0	1.0
b1885	2.0	4.0	2.0	2.0	1.0	1.0
b1886	2.0	5.0	3.0	2.0	1.0	1.0
b1887	6.0	10.0	6.0	5.0	5.0	7.0
b1888	2.0	3.0	2.0	2.0	1.0	1.0
b1889	2.0	4.0	3.0	2.0	1.0	1.0
b1890	3.0	5.0	2.0	2.0	1.0	1.0
b1891	47.0	88.0	71.0	13.0	20.0	14.0
b1892	48.0	115.0	87.0	9.0	23.0	18.0
b1895	192.0	131.0	172.0	91.0	163.0	120.0
b1896	70.0	153.0	186.0	235.0	154.0	66.0
b1897	140.0	173.0	227.0	414.0	176.0	80.0
b1900	9.0	13.0	11.0	6.0	6.0	5.0
b1901	10.0	24.0	15.0	2.0	3.0	2.0
b1902	399.0	382.0	419.0	114.0	191.0	188.0
b1904	20.0	6.0	3.0	4.0	5.0	4.0
b1905	144.0	58.0	47.0	16.0	39.0	41.0
b1906	565.0	61.0	81.0	141.0	239.0	549.0
b1907	21.0	14.0	10.0	18.0	9.0	4.0
b1908	213.0	148.0	145.0	229.0	158.0	245.0
b1909	14.0	23.0	29.0	9.0	25.0	62.0
b1910	11.0	46.0	41.0	6.0	61.0	92.0
b1911	151.0	198.0	185.0	96.0	309.0	348.0
b1912	146.0	186.0	167.0	133.0	174.0	158.0
b1913	58.0	163.0	118.0	77.0	158.0	126.0
b1914	216.0	254.0	232.0	138.0	316.0	291.0
b1915	122.0	81.0	55.0	38.0	88.0	147.0
b1916	81.0	60.0	50.0	95.0	80.0	85.0
b1919	67.0	86.0	84.0	50.0	85.0	63.0
b1921	8.0	8.0	8.0	4.0	6.0	5.0
b1922	2.0	13.0	9.0	2.0	2.0	1.0
b1923	96.0	134.0	101.0	84.0	64.0	59.0
b1924	5.0	7.0	5.0	3.0	3.0	3.0
b1925	5.0	6.0	6.0	5.0	4.0	5.0
b1926	2.0	4.0	5.0	4.0	3.0	2.0
b1927	45.0	106.0	100.0	88.0	70.0	51.0
b1928	51.0	100.0	94.0	73.0	93.0	82.0
b1929	38.0	113.0	78.0	8.0	59.0	87.0
b1930	45.0	86.0	63.0	10.0	56.0	99.0
b1931	8.0	13.0	14.0	8.0	8.0	6.0
b1932	18.0	15.0	16.0	14.0	18.0	24.0
b1936	11.0	5.0	3.0	10.0	1.0	2.0
b1937	3.0	3.0	3.0	2.0	2.0	1.0
b1938	1.0	3.0	2.0	1.0	1.0	1.0
b1939	3.0	5.0	5.0	3.0	2.0	2.0
b1940	1.0	3.0	2.0	2.0	1.0	0.0
b1941	1.0	1.0	1.0	1.0	1.0	1.0
b1942	0.0	1.0	1.0	0.0	0.0	0.0
b1943	2.0	2.0	2.0	2.0	2.0	1.0
b1944	2.0	6.0	5.0	4.0	3.0	2.0
b1945	1.0	5.0	5.0	2.0	3.0	2.0
b1946	0.0	2.0	1.0	1.0	1.0	0.0
b1947	1.0	2.0	0.0	1.0	0.0	0.0
b1948	1.0	2.0	1.0	1.0	1.0	1.0
b1949	1.0	2.0	1.0	1.0	1.0	1.0
b1950	7.0	4.0	4.0	3.0	2.0	4.0
b1951	40.0	17.0	21.0	95.0	18.0	177.0
b1952	114.0	68.0	80.0	135.0	45.0	100.0
b1953	330.0	445.0	673.0	1304.0	314.0	210.0
b1954	27.0	24.0	35.0	83.0	16.0	6.0
b1955	36.0	67.0	82.0	104.0	45.0	24.0
b1957	278.0	167.0	240.0	863.0	222.0	191.0
b1958	53.0	60.0	64.0	79.0	51.0	48.0
b1959	6.0	4.0	4.0	4.0	4.0	3.0
b1960	5.0	13.0	11.0	4.0	12.0	7.0
b1961	15.0	45.0	34.0	15.0	42.0	25.0
b1962	36.0	37.0	36.0	60.0	61.0	43.0
b1963	34.0	12.0	12.0	84.0	40.0	37.0
b1967	342.0	401.0	457.0	571.0	287.0	265.0
b1970	23.0	17.0	18.0	24.0	22.0	22.0
b1973	10.0	8.0	6.0	29.0	30641.0	23179.0
b1974	55.0	52.0	67.0	67.0	382.0	181.0
b1975	19.0	10.0	9.0	7.0	14.0	10.0
b1976	205.0	342.0	435.0	54.0	56.0	57.0
b1977	105.0	112.0	156.0	26.0	31.0	40.0
b1978	11.0	12.0	12.0	15.0	11.0	11.0
b1981	292.0	324.0	308.0	437.0	400.0	333.0
b1982	95.0	164.0	166.0	148.0	164.0	126.0
b1983	174.0	191.0	161.0	94.0	248.0	283.0
b1984	19.0	8.0	11.0	45.0	12.0	21.0
b1985	28.0	23.0	23.0	42.0	30.0	26.0
b1986	1.0	0.0	2.0	1.0	0.0	0.0
b1987	76.0	44.0	34.0	18.0	42.0	35.0
b1988	10.0	11.0	10.0	12.0	12.0	12.0
b1989	10.0	4.0	4.0	10.0	2.0	3.0
b1990	97.0	105.0	128.0	124.0	90.0	61.0
b1991	30.0	31.0	32.0	38.0	36.0	28.0
b1992	25.0	22.0	24.0	29.0	24.0	28.0
b1993	41.0	24.0	29.0	49.0	27.0	32.0
b1999	12.0	24.0	26.0	14.0	15.0	14.0
b2000	7.0	164.0	193.0	15.0	144.0	127.0
b2001	6.0	22.0	21.0	5.0	14.0	14.0
b2002	4.0	10.0	11.0	5.0	5.0	6.0
b2003	5.0	8.0	7.0	10.0	4.0	6.0
b2004	4.0	6.0	6.0	6.0	5.0	4.0
b2005	3.0	4.0	4.0	3.0	3.0	2.0
b2006	59.0	29.0	38.0	32.0	26.0	34.0
b2007	3870.0	2326.0	2284.0	3282.0	2992.0	4014.0
b2008	51.0	80.0	65.0	36.0	50.0	35.0
b2009	131.0	231.0	233.0	76.0	136.0	75.0
b2010	19.0	20.0	21.0	21.0	17.0	17.0
b2011	56.0	92.0	87.0	72.0	89.0	85.0
b2012	254.0	155.0	163.0	72.0	156.0	127.0
b2013	89.0	108.0	75.0	36.0	75.0	56.0
b2014	26.0	111.0	34.0	7.0	51.0	64.0
b2015	56.0	29.0	33.0	73.0	31.0	30.0
b2016	176.0	200.0	194.0	189.0	244.0	199.0
b2017	357.0	154.0	152.0	263.0	148.0	241.0
b2018	47.0	379.0	389.0	132.0	241.0	1026.0
b2019	66.0	397.0	324.0	45.0	307.0	370.0
b2020	30.0	162.0	108.0	26.0	125.0	176.0
b2021	29.0	144.0	94.0	23.0	133.0	247.0
b2022	32.0	154.0	127.0	24.0	160.0	363.0
b2023	20.0	94.0	70.0	19.0	129.0	233.0
b2024	21.0	90.0	69.0	19.0	151.0	289.0
b2025	23.0	83.0	67.0	22.0	153.0	278.0
b2026	54.0	174.0	156.0	69.0	358.0	929.0
b2027	666.0	582.0	376.0	310.0	331.0	477.0
b2028	38.0	38.0	39.0	50.0	34.0	130.0
b2029	611.0	1064.0	937.0	655.0	1131.0	1383.0
b2032	143.0	130.0	111.0	146.0	136.0	143.0
b2033	190.0	182.0	154.0	160.0	163.0	207.0
b2034	243.0	176.0	153.0	160.0	194.0	205.0
b2035	290.0	117.0	111.0	162.0	161.0	177.0
b2036	638.0	262.0	249.0	314.0	331.0	432.0
b2038	309.0	149.0	119.0	199.0	172.0	214.0
b2039	451.0	278.0	233.0	285.0	345.0	443.0
b2040	247.0	301.0	225.0	173.0	281.0	379.0
b2041	364.0	446.0	356.0	262.0	418.0	527.0
b2043	9.0	11.0	12.0	8.0	11.0	27.0
b2044	3.0	4.0	4.0	5.0	4.0	9.0
b2045	2.0	2.0	3.0	3.0	3.0	14.0
b2046	1.0	2.0	1.0	2.0	1.0	6.0
b2047	1.0	1.0	1.0	2.0	1.0	6.0
b2048	1.0	1.0	1.0	2.0	1.0	9.0
b2049	1.0	1.0	1.0	2.0	2.0	9.0
b2050	1.0	1.0	2.0	2.0	1.0	7.0
b2053	1.0	2.0	2.0	3.0	2.0	36.0
b2054	1.0	0.0	0.0	0.0	0.0	8.0
b2055	1.0	1.0	1.0	2.0	1.0	11.0
b2056	1.0	1.0	1.0	2.0	1.0	10.0
b2057	1.0	1.0	1.0	1.0	1.0	5.0
b2058	1.0	1.0	2.0	1.0	1.0	4.0
b2059	1.0	1.0	1.0	2.0	1.0	6.0
b2060	2.0	1.0	1.0	2.0	1.0	6.0
b2061	1.0	0.0	1.0	1.0	1.0	2.0
b2062	0.0	0.0	0.0	2.0	1.0	7.0
b2063	41.0	55.0	54.0	40.0	51.0	43.0
b2064	50.0	80.0	73.0	36.0	54.0	51.0
b2065	100.0	180.0	178.0	73.0	125.0	103.0
b2066	63.0	110.0	82.0	36.0	91.0	67.0
b2068	12.0	16.0	17.0	22.0	19.0	13.0
b2069	5.0	20.0	10.0	6.0	17.0	14.0
b2070	6.0	7.0	7.0	6.0	5.0	5.0
b2071	27.0	8.0	7.0	6.0	6.0	7.0
b2073	4.0	3.0	5.0	5.0	3.0	3.0
b2074	11.0	9.0	8.0	8.0	6.0	5.0
b2075	5.0	8.0	8.0	6.0	7.0	5.0
b2076	4.0	4.0	5.0	4.0	5.0	3.0
b2078	3.0	7.0	7.0	6.0	6.0	6.0
b2079	41.0	51.0	46.0	34.0	50.0	42.0
b2080	105.0	331.0	444.0	377.0	293.0	345.0
b2082	29.0	28.0	26.0	42.0	20.0	29.0
b2083	24.0	15.0	17.0	44.0	10.0	11.0
b2085	16.0	14.0	17.0	63.0	8.0	12.0
b2086	58.0	44.0	43.0	111.0	37.0	35.0
b2091	42.0	4673.0	4820.0	8.0	1106.0	1451.0
b2092	69.0	6117.0	5476.0	7.0	1081.0	1466.0
b2093	71.0	5229.0	5209.0	3.0	738.0	1238.0
b2094	2706.0	7747.0	8158.0	246.0	1323.0	1833.0
b2095	5236.0	12468.0	13130.0	505.0	2428.0	2934.0
b2096	5575.0	13534.0	15206.0	577.0	2700.0	2916.0
b2097	150.0	471.0	542.0	418.0	426.0	329.0
b2098	5.0	8.0	7.0	4.0	4.0	4.0
b2099	4.0	8.0	6.0	5.0	5.0	4.0
b2100	5.0	7.0	6.0	4.0	5.0	3.0
b2101	20.0	24.0	21.0	15.0	20.0	17.0
b2102	28.0	17.0	20.0	30.0	24.0	30.0
b2103	61.0	67.0	66.0	97.0	120.0	144.0
b2104	80.0	108.0	105.0	136.0	214.0	257.0
b2105	52.0	35.0	25.0	17.0	30.0	24.0
b2106	23.0	15.0	9.0	4.0	8.0	16.0
b2107	88.0	75.0	68.0	57.0	55.0	58.0
b2108	3.0	1.0	1.0	1.0	1.0	1.0
b2109	4.0	2.0	1.0	1.0	1.0	1.0
b2110	3.0	1.0	1.0	0.0	1.0	1.0
b2111	87.0	17.0	16.0	2.0	12.0	11.0
b2112	107.0	100.0	135.0	164.0	105.0	76.0
b2113	144.0	155.0	147.0	145.0	195.0	199.0
b2114	98.0	223.0	181.0	95.0	212.0	190.0
b2118	5.0	5.0	4.0	5.0	4.0	4.0
b2119	2.0	1.0	1.0	2.0	1.0	1.0
b2120	2.0	2.0	2.0	2.0	1.0	1.0
b2121	1.0	1.0	1.0	1.0	1.0	1.0
b2122	3.0	3.0	4.0	4.0	3.0	2.0
b2123	20.0	11.0	8.0	9.0	9.0	9.0
b2124	136.0	149.0	125.0	96.0	98.0	104.0
b2127	19.0	44.0	52.0	26.0	33.0	13.0
b2128	6.0	15.0	14.0	13.0	13.0	5.0
b2129	3.0	11.0	11.0	9.0	7.0	4.0
b2130	4.0	16.0	17.0	8.0	9.0	3.0
b2131	20.0	56.0	58.0	21.0	24.0	9.0
b2132	34.0	53.0	48.0	24.0	41.0	34.0
b2133	150.0	249.0	248.0	250.0	167.0	175.0
b2134	37.0	77.0	70.0	53.0	68.0	42.0
b2135	57.0	61.0	89.0	291.0	62.0	31.0
b2136	43.0	44.0	45.0	53.0	52.0	45.0
b2137	14.0	34.0	42.0	38.0	21.0	12.0
b2139	1.0	2.0	2.0	1.0	1.0	1.0
b2140	7.0	11.0	8.0	6.0	7.0	6.0
b2141	337.0	19.0	18.0	43.0	42.0	42.0
b2142	122.0	16.0	19.0	23.0	21.0	18.0
b2143	87.0	83.0	87.0	39.0	104.0	92.0
b2144	13.0	17.0	16.0	5.0	15.0	9.0
b2145	16.0	11.0	13.0	15.0	15.0	15.0
b2146	21.0	20.0	21.0	3.0	3.0	3.0
b2147	21.0	23.0	21.0	6.0	5.0	4.0
b2148	11.0	48.0	41.0	2.0	2.0	2.0
b2149	11.0	70.0	47.0	1.0	1.0	1.0
b2150	43.0	337.0	245.0	3.0	6.0	3.0
b2151	13.0	64.0	72.0	4.0	12.0	5.0
b2152	8.0	26.0	29.0	19.0	65.0	31.0
b2153	101.0	394.0	458.0	220.0	994.0	544.0
b2154	109.0	211.0	204.0	151.0	139.0	101.0
b2155	111.0	384.0	283.0	121.0	266.0	369.0
b2156	33.0	131.0	85.0	37.0	93.0	48.0
b2157	31.0	54.0	51.0	38.0	64.0	61.0
b2158	50.0	13.0	15.0	19.0	23.0	22.0
b2159	29.0	57.0	59.0	32.0	57.0	51.0
b2160	12.0	28.0	27.0	13.0	25.0	21.0
b2161	4.0	2.0	2.0	3.0	2.0	2.0
b2162	6.0	2.0	1.0	1.0	1.0	0.0
b2163	7.0	7.0	8.0	3.0	3.0	3.0
b2164	11.0	10.0	9.0	6.0	5.0	4.0
b2165	8.0	9.0	5.0	2.0	1.0	1.0
b2166	4.0	5.0	3.0	0.0	1.0	0.0
b2167	221.0	66.0	61.0	369.0	200.0	343.0
b2168	159.0	32.0	30.0	196.0	114.0	199.0
b2169	188.0	76.0	67.0	147.0	104.0	220.0
b2170	9.0	5.0	4.0	3.0	6.0	8.0
b2171	43.0	94.0	66.0	16.0	80.0	76.0
b2172	65.0	20.0	11.0	8.0	13.0	13.0
b2173	9.0	27.0	22.0	8.0	16.0	12.0
b2174	16.0	29.0	18.0	11.0	23.0	21.0
b2175	1076.0	1586.0	1362.0	226.0	677.0	646.0
b2177	20.0	30.0	28.0	16.0	24.0	18.0
b2178	11.0	17.0	16.0	7.0	14.0	10.0
b2179	10.0	16.0	13.0	13.0	17.0	13.0
b2180	53.0	42.0	41.0	47.0	55.0	45.0
b2181	537.0	114.0	89.0	76.0	106.0	66.0
b2182	45.0	84.0	70.0	50.0	73.0	51.0
b2183	100.0	156.0	137.0	66.0	152.0	110.0
b2185	1211.0	1735.0	1188.0	952.0	1895.0	1941.0
b2186	61.0	101.0	83.0	46.0	90.0	80.0
b2187	188.0	208.0	203.0	155.0	254.0	224.0
b2188	70.0	142.0	119.0	62.0	125.0	92.0
b2189	7.0	16.0	13.0	4.0	6.0	5.0
b2190	34.0	23.0	22.0	30.0	22.0	25.0
b2193	122.0	82.0	62.0	32.0	66.0	41.0
